"10506る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","485,210","15,493,008","31.65","32.10","31.65","31.85","+0.05","248",
"105/06/02","565,000","17,770,200","31.90","32.00","31.05","31.10","-0.75","335",
"105/06/03","395,501","12,228,179","31.15","31.40","30.65","30.70","-0.40","281",
"105/06/04","346,000","10,711,300","30.90","31.20","30.70","30.95","+0.25","180",
"105/06/06","376,580","11,736,287","31.10","31.35","30.95","31.30","+0.35","267",
"105/06/07","411,731","12,943,111","31.30","31.80","31.15","31.65","+0.35","303",
"105/06/08","849,001","27,077,131","32.00","32.20","31.50","31.50","-0.15","455",
"105/06/13","503,099","15,420,197","31.20","31.20","30.25","30.65","-0.85","359",
"105/06/14","516,000","16,023,800","30.80","31.30","30.50","30.80","+0.15","267",
"105/06/15","1,897,768","60,704,926","31.15","32.40","31.05","32.05","+1.25","958",
"105/06/16","1,179,537","37,865,521","32.30","32.40","31.70","32.35","+0.30","643",
"105/06/17","604,318","19,547,656","32.40","32.80","32.05","32.10","-0.25","362",
"105/06/20","868,300","28,191,580","32.30","32.60","32.10","32.60","+0.50","442",
"105/06/21","983,250","32,240,212","32.80","32.95","32.60","32.80","+0.20","448",
"105/06/22","354,000","11,525,350","32.80","32.80","32.40","32.40","-0.40","210",
"105/06/23","402,004","12,869,079","32.55","32.55","31.80","32.00","-0.40","231",
"105/06/24","1,153,086","35,534,380","32.10","32.10","29.90","30.55","-1.45","683",
"105/06/27","396,000","12,127,450","30.50","31.00","30.10","30.85","+0.30","264",
"105/06/28","473,000","14,820,450","31.00","31.65","30.90","31.40","+0.55","258",
"105/06/29","1,110,102","35,533,084","31.90","32.20","31.60","31.90","+0.50","542",
"105/06/30","1,369,205","44,182,380","32.20","32.50","32.05","32.10","+0.20","583",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

