"10003る 1522 出蝴﹁           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/03/01","352,429","6,082,463","17.25","17.35","17.15","17.25","+0.15","195",
"100/03/02","293,789","5,032,356","17.20","17.25","17.05","17.10","-0.15","156",
"100/03/03","268,240","4,638,305","17.10","17.40","17.10","17.35","+0.25","142",
"100/03/04","323,358","5,621,906","17.50","17.50","17.30","17.40","+0.05","171",
"100/03/07","247,488","4,297,637","17.40","17.45","17.25","17.45","+0.05","122",
"100/03/08","1,799,147","32,927,374","17.45","18.65","17.45","18.65","+1.20","793",
"100/03/09","1,566,103","29,516,502","19.15","19.15","18.60","18.60","-0.05","624",
"100/03/10","452,019","8,261,461","18.55","18.60","18.05","18.05","-0.55","230",
"100/03/11","533,808","9,754,821","18.05","18.45","18.05","18.15","+0.10","291",
"100/03/14","643,163","11,255,510","18.00","18.00","17.30","17.50","-0.65","272",
"100/03/15","1,073,353","17,862,688","17.50","17.60","16.30","16.35","-1.15","414",
"100/03/16","790,791","13,092,216","16.30","16.85","16.30","16.60","+0.25","333",
"100/03/17","354,153","5,786,887","16.35","16.50","16.05","16.45","-0.15","191",
"100/03/18","306,815","5,120,523","16.65","16.80","16.50","16.70","+0.25","166",
"100/03/21","381,624","6,484,512","16.80","17.35","16.80","17.35","+0.65","179",
"100/03/22","298,076","5,192,469","17.35","17.55","17.35","17.40","+0.05","170",
"100/03/23","191,777","3,308,339","17.45","17.45","17.15","17.30","-0.10","106",
"100/03/24","298,232","5,166,322","17.45","17.45","17.20","17.35","+0.05","133",
"100/03/25","263,900","4,556,351","17.45","17.45","17.20","17.20","-0.15","136",
"100/03/28","119,263","2,045,905","17.30","17.30","17.05","17.15","-0.05","78",
"100/03/29","278,303","4,751,812","17.15","17.15","17.00","17.00","-0.15","127",
"100/03/30","1,447,656","25,097,059","17.05","17.65","16.90","17.50","+0.50","487",
"100/03/31","362,102","6,317,707","17.50","17.65","17.25","17.25","-0.25","195",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

