"10107る 1522 出蝴﹁           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/07/02","202,526","2,405,703","11.65","12.00","11.65","11.85","-0.10","59",
"101/07/03","101,123","1,208,008","11.85","12.05","11.85","12.00","+0.15","56",
"101/07/04","86,112","1,026,172","12.00","12.00","11.85","11.95","-0.05","46",
"101/07/05","127,726","1,518,884","11.90","12.00","11.80","12.00","+0.05","56",
"101/07/06","85,295","1,024,602","11.85","12.15","11.85","12.15","+0.15","46",
"101/07/09","72,330","867,809","12.10","12.20","11.85","11.85","-0.30","44",
"101/07/10","105,596","1,246,791","11.85","11.95","11.70","11.75","-0.10","37",
"101/07/11","91,518","1,078,110","11.70","11.90","11.70","11.80","+0.05","44",
"101/07/12","48,256","564,217","11.70","11.80","11.65","11.70","-0.10","34",
"101/07/13","85,721","1,008,313","11.70","11.85","11.65","11.70"," 0.00","32",
"101/07/16","178,577","2,055,025","11.70","11.70","11.40","11.50","-0.20","87",
"101/07/17","178,219","2,023,295","11.50","11.50","11.25","11.50"," 0.00","81",
"101/07/18","40,536","464,385","11.50","11.55","11.35","11.55","+0.05","33",
"101/07/19","146,970","1,684,453","11.55","11.55","11.40","11.40","-0.15","58",
"101/07/20","23,236","264,366","11.30","11.50","11.30","11.40"," 0.00","16",
"101/07/23","57,123","645,888","11.30","11.40","11.25","11.40"," 0.00","36",
"101/07/24","77,071","865,594","11.40","11.40","11.20","11.25","-0.15","43",
"101/07/25","108,686","1,252,099","11.70","11.70","11.30","11.40","+0.15","60",
"101/07/26","101,491","1,165,819","11.45","11.55","11.40","11.55","+0.15","50",
"101/07/27","139,774","1,611,639","11.45","11.65","11.40","11.65","+0.10","61",
"101/07/30","126,123","1,470,480","11.60","11.75","11.40","11.75","+0.10","64",
"101/07/31","114,680","1,344,653","11.75","11.80","11.50","11.80","+0.05","53",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

