"10507る 1522 出蝴﹁           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/07/01","651,167","17,245,555","26.50","26.70","26.30","26.50","+0.20","308",
"105/07/04","1,658,536","44,506,484","26.60","27.15","26.45","26.90","+0.40","780",
"105/07/05","683,123","18,358,983","26.95","27.05","26.75","26.80","-0.10","403",
"105/07/06","721,421","19,119,269","26.65","26.75","26.30","26.45","-0.35","449",
"105/07/07","1,436,498","38,489,942","26.35","27.00","26.35","27.00","+0.55","695",
"105/07/11","7,170,260","199,176,680","27.80","28.50","27.20","28.05","+1.05","2,887",
"105/07/12","3,342,546","93,719,812","28.05","28.35","27.70","27.70","-0.35","1,343",
"105/07/13","2,065,286","57,707,246","27.90","28.20","27.65","28.00","+0.30","959",
"105/07/14","3,164,265","89,817,828","28.00","28.60","28.00","28.25","+0.25","1,223",
"105/07/15","2,353,156","66,780,970","28.55","28.60","28.20","28.25"," 0.00","1,176",
"105/07/18","5,607,914","163,732,282","28.80","29.75","28.60","28.70","+0.45","2,599",
"105/07/19","2,888,427","83,602,494","28.85","29.25","28.50","29.00","+0.30","1,487",
"105/07/20","2,159,656","62,761,500","28.95","29.45","28.70","29.00"," 0.00","1,151",
"105/07/21","1,891,065","55,167,885","29.30","29.30","29.05","29.10","+0.10","795",
"105/07/22","5,103,447","152,755,214","29.30","30.40","29.25","29.85","+0.75","2,278",
"105/07/25","3,607,883","109,043,445","30.20","31.00","29.90","29.90","+0.05","1,568",
"105/07/26","2,178,141","65,964,137","30.20","30.60","30.00","30.25","+0.35","1,052",
"105/07/27","1,705,994","51,436,410","30.60","30.60","29.95","30.15","-0.10","805",
"105/07/28","1,048,259","31,503,535","30.20","30.25","29.90","29.90","-0.25","678",
"105/07/29","1,185,398","35,644,290","30.00","30.30","29.90","30.10","+0.20","720",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

