"10303る 6120 笷笲             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/03/03","1,397,779","17,249,272","12.40","12.45","12.25","12.40","-0.10","472",
"103/03/04","1,577,304","19,626,927","12.40","12.60","12.30","12.45","+0.05","561",
"103/03/05","1,148,522","14,434,320","12.70","12.70","12.50","12.55","+0.10","356",
"103/03/06","2,681,856","34,273,324","12.60","12.95","12.55","12.65","+0.10","799",
"103/03/07","2,467,739","31,243,318","12.75","12.90","12.35","12.40","-0.25","634",
"103/03/10","1,993,247","24,440,952","12.40","12.50","12.10","12.20","-0.20","634",
"103/03/11","1,095,143","13,478,445","12.20","12.40","12.20","12.30","+0.10","357",
"103/03/12","6,278,229","80,906,121","12.50","13.10","12.50","12.75","+0.45","1,937",
"103/03/13","2,280,869","28,935,807","12.85","12.95","12.55","12.55","-0.20","761",
"103/03/14","4,851,690","61,872,746","12.50","13.00","12.40","12.75","+0.20","1,140",
"103/03/17","2,106,585","26,993,807","12.85","12.90","12.70","12.75"," 0.00","609",
"103/03/18","7,178,041","94,263,478","12.80","13.45","12.75","13.20","+0.45","2,033",
"103/03/19","3,829,308","50,723,378","13.35","13.50","13.00","13.15","-0.05","1,176",
"103/03/20","2,081,418","26,861,743","13.05","13.05","12.75","12.90","-0.25","627",
"103/03/21","2,229,947","28,953,361","13.00","13.20","12.75","13.05","+0.15","628",
"103/03/24","1,343,273","16,970,568","12.85","12.95","12.40","12.70","-0.35","423",
"103/03/25","1,212,530","15,520,716","12.70","12.90","12.70","12.70"," 0.00","368",
"103/03/26","1,478,577","19,061,794","12.90","13.05","12.75","12.80","+0.10","511",
"103/03/27","943,611","12,030,392","12.85","12.90","12.70","12.70","-0.10","363",
"103/03/28","982,780","12,423,756","12.70","12.85","12.50","12.55","-0.15","323",
"103/03/31","2,249,190","28,640,141","12.60","12.90","12.55","12.70","+0.15","465",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

