"10404る 3189 春河             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","1,057,706","106,110,452","100.50","101.00","100.00","100.00","-0.50","807",
"104/04/02","1,243,432","125,778,632","101.00","102.00","100.50","101.00","+1.00","916",
"104/04/07","775,800","78,936,998","101.50","102.00","101.00","101.50","+0.50","539",
"104/04/08","1,548,100","155,136,200","102.00","102.00","99.80","100.00","-1.50","1,113",
"104/04/09","1,209,400","121,474,200","100.50","101.00","99.80","100.50","+0.50","842",
"104/04/10","907,210","91,033,814","101.50","101.50","100.00","101.00","+0.50","611",
"104/04/13","3,139,665","315,435,665","101.00","101.50","100.00","100.50","-0.50","686",
"104/04/14","2,774,086","274,889,954","100.50","101.00","98.10","98.90","-1.60","1,873",
"104/04/15","3,755,149","364,538,411","98.90","99.00","96.20","96.60","-2.30","2,539",
"104/04/16","3,484,501","334,865,689","97.00","97.80","94.30","95.30","-1.30","2,377",
"104/04/17","2,050,941","195,970,716","95.50","96.00","95.30","95.50","+0.20","1,360",
"104/04/20","3,470,914","339,019,843","95.50","98.20","95.20","98.10","+2.60","2,123",
"104/04/21","2,792,806","274,631,388","98.60","99.60","97.10","97.10","-1.00","1,957",
"104/04/22","3,110,872","303,545,120","97.50","98.70","96.70","97.30","+0.20","1,699",
"104/04/23","3,076,265","301,981,527","97.60","98.70","97.40","98.50","+1.20","2,135",
"104/04/24","4,460,895","441,196,214","98.50","100.00","97.50","97.90","-0.60","2,590",
"104/04/27","1,429,667","139,865,066","98.00","98.50","97.30","97.90"," 0.00","1,010",
"104/04/28","2,118,813","204,949,613","98.50","98.50","96.00","96.10","-1.80","1,529",
"104/04/29","1,747,459","167,696,400","96.20","97.00","95.30","95.50","-0.60","1,339",
"104/04/30","2,499,245","236,244,296","95.50","95.80","93.40","93.90","-1.60","1,833",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

