"10109る 3189 春河             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/09/03","3,047,264","264,908,489","86.00","87.60","85.80","87.20","+1.50","1,851",
"101/09/04","1,498,654","130,152,335","87.50","87.60","86.30","86.40","-0.80","1,008",
"101/09/05","3,436,399","293,845,592","86.10","87.00","85.00","85.60","-0.80","1,930",
"101/09/06","2,556,359","219,841,337","85.60","86.90","85.40","85.80","+0.20","1,371",
"101/09/07","3,271,550","283,792,023","87.30","87.30","86.00","86.00","+0.20","1,702",
"101/09/10","4,874,859","429,699,560","86.50","89.00","86.50","88.20","+2.20","2,671",
"101/09/11","1,639,082","143,571,965","88.20","88.20","87.30","87.30","-0.90","1,057",
"101/09/12","6,250,747","540,708,114","87.30","88.00","85.50","86.30","-1.00","3,369",
"101/09/13","4,790,379","409,008,387","86.30","86.70","84.90","85.10","-1.20","2,682",
"101/09/14","4,629,356","396,203,288","85.70","86.30","84.80","84.80","-0.30","2,628",
"101/09/17","3,045,353","261,914,119","85.00","86.50","85.00","85.60","+0.80","1,736",
"101/09/18","11,094,437","977,638,193","86.90","89.00","86.90","89.00","+3.40","5,899",
"101/09/19","9,335,854","833,906,912","89.40","90.80","88.10","88.20","-0.80","5,207",
"101/09/20","4,231,603","368,081,017","88.00","88.00","86.40","86.50","-1.70","2,743",
"101/09/21","1,946,474","169,629,216","86.90","87.60","86.80","86.80","+0.30","1,381",
"101/09/24","1,319,172","115,065,864","87.00","87.50","86.80","87.00","+0.20","882",
"101/09/25","1,907,707","165,384,954","87.00","87.50","86.30","86.50","-0.50","1,103",
"101/09/26","1,816,585","155,106,343","86.00","86.10","85.00","85.00","-1.50","1,184",
"101/09/27","1,873,768","160,949,092","85.00","86.20","85.00","85.80","+0.80","1,062",
"101/09/28","2,576,021","222,152,506","86.00","86.90","85.80","86.10","+0.30","1,309",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

