"10307る 3189 春河             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/07/01","1,632,414","218,337,352","134.00","134.50","132.50","133.50","-0.50","997",
"103/07/02","2,230,569","297,583,821","135.00","135.00","132.00","132.50","-1.00","1,234",
"103/07/03","3,220,088","436,400,968","133.50","136.50","133.50","136.50","+4.00","1,599",
"103/07/04","2,218,904","300,148,040","137.00","137.50","134.00","135.00","-1.50","1,194",
"103/07/07","2,308,877","313,165,330","136.50","137.00","134.50","135.00"," 0.00","1,368",
"103/07/08","1,250,160","168,649,517","135.00","136.00","133.50","135.50","+0.50","875",
"103/07/09","2,170,110","290,098,520","135.50","135.50","132.50","133.00","-2.50","1,377",
"103/07/10","2,661,700","355,145,247","134.50","135.00","132.50","132.50","-0.50","1,729",
"103/07/11","2,606,872","341,224,664","132.50","132.50","130.00","131.50","-1.00","1,747",
"103/07/14","1,288,462","168,571,789","132.00","132.50","130.00","130.50","-1.00","874",
"103/07/15","2,857,496","376,357,976","132.00","134.00","130.50","131.00","+0.50","1,283",
"103/07/16","4,960,699","636,179,972","132.00","132.00","127.00","127.50","-3.50","2,872",
"103/07/17","6,372,935","784,022,404","125.00","126.00","119.50","123.50","-4.00","3,508",
"103/07/18","3,510,382","434,273,486","123.50","125.00","122.50","124.00","+0.50","2,127",
"103/07/21","1,473,433","185,135,839","126.00","126.50","124.50","126.50","+2.50","1,006",
"103/07/22","1,906,586","237,703,750","126.50","126.50","123.00","125.00","-1.50","1,246",
"103/07/24","7,214,045","875,413,965","125.50","125.50","119.50","121.00","-4.00","4,053",
"103/07/25","10,649,209","1,232,144,035","120.00","121.00","113.00","114.00","-7.00","5,485",
"103/07/28","6,376,200","739,865,600","115.00","118.00","115.00","117.00","+3.00","3,540",
"103/07/29","8,681,152","1,003,593,980","119.50","120.00","112.00","114.00","-3.00","4,121",
"103/07/30","9,897,686","1,181,051,845","116.00","121.50","116.00","121.50","+7.50","4,859",
"103/07/31","6,700,570","821,041,961","122.50","125.00","119.00","125.00","+3.50","3,673",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

