"10110る 3189 春河             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/10/01","971,417","83,422,918","86.80","86.80","85.50","86.00","-0.10","597",
"101/10/02","3,667,560","312,616,978","86.00","86.00","84.70","85.50","-0.50","1,816",
"101/10/03","3,388,437","286,096,018","85.50","85.50","83.20","84.00","-1.50","1,957",
"101/10/04","3,395,320","280,361,360","83.30","83.50","82.00","82.60","-1.40","2,065",
"101/10/05","2,804,401","233,346,883","82.00","84.10","82.00","82.50","-0.10","1,765",
"101/10/08","3,407,873","276,127,261","82.70","82.80","80.00","80.30","-2.20","2,105",
"101/10/09","2,398,571","192,569,865","80.00","81.10","80.00","80.10","-0.20","1,568",
"101/10/11","4,439,632","363,209,363","79.60","83.30","79.00","82.70","+2.60","2,671",
"101/10/12","1,591,844","130,590,127","82.90","82.90","81.00","82.70"," 0.00","1,209",
"101/10/15","1,729,861","143,295,724","83.00","83.80","81.90","82.10","-0.60","1,125",
"101/10/16","1,828,490","151,206,529","83.40","83.50","82.10","82.30","+0.20","1,350",
"101/10/17","1,780,070","146,446,830","82.80","83.30","81.60","81.60","-0.70","1,218",
"101/10/18","3,284,013","264,772,675","81.80","81.80","80.00","80.20","-1.40","2,249",
"101/10/19","3,314,834","264,879,486","80.00","80.90","79.30","79.60","-0.60","1,743",
"101/10/22","1,350,470","107,713,525","79.00","80.70","78.50","80.60","+1.00","962",
"101/10/23","747,127","60,133,294","80.60","80.90","80.20","80.20","-0.40","488",
"101/10/24","1,541,409","124,258,923","80.00","81.10","79.80","80.50","+0.30","1,069",
"101/10/25","1,149,237","91,942,160","80.50","80.90","79.10","79.70","-0.80","736",
"101/10/26","2,469,720","195,066,280","80.00","80.40","78.10","79.00","-0.70","1,590",
"101/10/29","2,850,990","222,875,410","79.00","79.80","77.00","77.50","-1.50","1,700",
"101/10/30","1,639,193","130,278,640","78.10","80.10","78.10","79.90","+2.40","1,193",
"101/10/31","1,339,500","107,116,300","80.80","80.80","79.40","80.30","+0.40","993",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

