"10012る 1522 出蝴﹁           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/12/01","178,190","2,165,144","12.05","12.20","12.05","12.20","+0.45","110",
"100/12/02","147,860","1,783,634","12.20","12.20","12.00","12.00","-0.20","69",
"100/12/05","84,147","1,008,553","12.10","12.10","11.80","11.95","-0.05","56",
"100/12/06","186,255","2,197,969","11.90","12.10","11.70","11.80","-0.15","74",
"100/12/07","125,213","1,492,613","11.85","12.00","11.80","11.90","+0.10","70",
"100/12/08","199,314","2,335,738","11.90","11.90","11.55","11.55","-0.35","104",
"100/12/09","257,296","2,974,761","11.50","11.70","11.45","11.55"," 0.00","111",
"100/12/12","157,261","1,830,874","11.70","11.80","11.55","11.60","+0.05","80",
"100/12/13","157,644","1,813,354","11.50","11.60","11.45","11.50","-0.10","66",
"100/12/14","109,876","1,283,747","11.60","11.85","11.50","11.85","+0.35","63",
"100/12/15","146,646","1,717,358","11.65","11.85","11.55","11.85"," 0.00","92",
"100/12/16","82,501","970,711","11.70","11.85","11.60","11.85"," 0.00","42",
"100/12/19","181,048","2,085,594","11.85","11.85","11.40","11.40","-0.45","95",
"100/12/20","165,880","1,876,930","11.40","11.40","11.25","11.30","-0.10","66",
"100/12/21","385,450","4,487,966","11.75","11.75","11.55","11.55","+0.25","118",
"100/12/22","76,865","894,389","11.70","11.70","11.55","11.55"," 0.00","38",
"100/12/23","307,452","3,616,936","11.60","12.00","11.60","11.80","+0.25","118",
"100/12/26","154,755","1,820,205","11.90","11.90","11.65","11.70","-0.10","67",
"100/12/27","56,320","660,555","11.70","11.75","11.70","11.75","+0.05","43",
"100/12/28","136,317","1,617,636","12.00","12.00","11.75","11.80","+0.05","84",
"100/12/29","51,416","602,066","11.80","11.80","11.55","11.80"," 0.00","41",
"100/12/30","71,346","844,531","12.00","12.00","11.70","11.80"," 0.00","49",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

