"10111る 1522 出蝴﹁           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/11/01","371,621","3,934,508","10.50","10.70","10.40","10.65","+0.25","174",
"101/11/02","220,078","2,316,570","10.65","10.65","10.40","10.45","-0.20","99",
"101/11/05","152,823","1,571,024","10.45","10.45","10.15","10.30","-0.15","70",
"101/11/06","286,088","2,901,298","10.20","10.35","10.05","10.20","-0.10","118",
"101/11/07","325,813","3,297,737","10.20","10.25","10.00","10.20"," 0.00","126",
"101/11/08","153,091","1,544,339","10.10","10.20","10.00","10.20"," 0.00","62",
"101/11/09","155,970","1,600,083","10.05","10.40","10.05","10.40","+0.20","86",
"101/11/12","41,624","427,722","10.40","10.40","10.20","10.25","-0.15","37",
"101/11/13","190,840","1,932,423","10.25","10.25","10.05","10.15","-0.10","72",
"101/11/14","144,355","1,471,167","10.15","10.30","10.10","10.25","+0.10","64",
"101/11/15","84,781","864,375","10.05","10.25","10.05","10.25"," 0.00","52",
"101/11/16","138,661","1,417,688","10.10","10.30","10.10","10.30","+0.05","79",
"101/11/19","205,298","2,111,671","10.35","10.40","10.10","10.15","-0.15","87",
"101/11/20","77,651","792,238","10.20","10.25","10.15","10.25","+0.10","52",
"101/11/21","165,468","1,678,925","10.25","10.25","10.05","10.20","-0.05","61",
"101/11/22","199,878","2,019,815","10.10","10.20","10.00","10.20"," 0.00","60",
"101/11/23","231,457","2,399,967","10.20","10.50","10.20","10.50","+0.30","134",
"101/11/26","303,881","3,175,361","10.55","10.55","10.35","10.50"," 0.00","140",
"101/11/27","350,452","3,647,598","10.50","10.50","10.30","10.45","-0.05","162",
"101/11/28","144,729","1,500,407","10.45","10.45","10.35","10.40","-0.05","75",
"101/11/29","394,996","4,103,903","10.35","10.45","10.35","10.40"," 0.00","221",
"101/11/30","951,656","9,714,760","10.40","10.45","10.00","10.00","-0.40","472",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

