"10309る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/09/01","532,093","5,892,276","11.10","11.15","10.95","11.00","-0.05","161",
"103/09/02","466,000","5,143,650","11.05","11.10","10.95","11.00"," 0.00","122",
"103/09/03","440,002","4,822,872","11.00","11.05","10.90","10.95","-0.05","100",
"103/09/04","307,253","3,368,345","11.00","11.00","10.90","10.95"," 0.00","73",
"103/09/05","347,210","3,804,969","10.95","11.05","10.90","11.05","+0.10","104",
"103/09/09","303,257","3,344,589","11.00","11.05","10.95","10.95","-0.10","83",
"103/09/10","662,992","7,129,107","10.90","10.90","10.65","10.75","-0.20","208",
"103/09/11","99,112","1,064,332","10.75","10.80","10.70","10.75"," 0.00","55",
"103/09/12","405,001","4,305,311","10.70","10.75","10.55","10.60","-0.15","107",
"103/09/15","325,001","3,419,211","10.55","10.65","10.45","10.45","-0.15","113",
"103/09/16","358,177","3,761,141","10.45","10.55","10.45","10.45"," 0.00","81",
"103/09/17","280,559","2,951,366","10.50","10.60","10.45","10.45"," 0.00","164",
"103/09/18","223,525","2,352,988","10.45","10.65","10.45","10.60","+0.15","94",
"103/09/19","136,000","1,441,700","10.60","10.65","10.55","10.65","+0.05","75",
"103/09/22","836,502","8,767,970","10.60","10.60","10.40","10.45","-0.20","121",
"103/09/23","409,484","4,292,881","10.45","10.55","10.40","10.55","+0.10","124",
"103/09/24","235,168","2,461,618","10.60","10.60","10.40","10.45","-0.10","125",
"103/09/25","409,112","4,255,270","10.45","10.50","10.35","10.40","-0.05","135",
"103/09/26","265,027","2,727,628","10.35","10.40","10.20","10.30","-0.10","94",
"103/09/29","91,008","941,430","10.30","10.40","10.30","10.40","+0.10","46",
"103/09/30","210,131","2,171,870","10.30","10.45","10.25","10.45","+0.05","136",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

