"10110る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/10/01","463,452","4,674,892","10.20","10.25","10.00","10.10","-0.10","120",
"101/10/02","540,527","5,477,698","10.10","10.30","10.05","10.20","+0.10","125",
"101/10/03","257,616","2,624,470","10.20","10.30","10.10","10.15","-0.05","90",
"101/10/04","312,000","3,180,000","10.15","10.30","10.10","10.30","+0.15","86",
"101/10/05","625,139","6,307,896","10.30","10.30","10.00","10.10","-0.20","131",
"101/10/08","218,200","2,187,390","10.10","10.10","9.99","10.00","-0.10","64",
"101/10/09","284,252","2,826,320","9.92","9.99","9.90","9.95","-0.05","99",
"101/10/11","362,200","3,557,980","9.82","9.89","9.76","9.80","-0.15","164",
"101/10/12","190,000","1,849,950","9.79","9.83","9.69","9.77","-0.03","71",
"101/10/15","170,979","1,651,528","9.70","9.71","9.63","9.65","-0.12","91",
"101/10/16","164,029","1,588,598","9.65","9.78","9.65","9.70","+0.05","81",
"101/10/17","1,034,000","10,419,540","9.70","10.25","9.70","9.95","+0.25","249",
"101/10/18","753,004","7,561,410","9.95","10.15","9.93","9.99","+0.04","240",
"101/10/19","1,264,364","12,755,966","10.20","10.25","9.91","9.99"," 0.00","330",
"101/10/22","413,514","4,096,426","10.00","10.00","9.87","9.88","-0.11","138",
"101/10/23","284,329","2,812,553","9.88","9.98","9.87","9.87","-0.01","98",
"101/10/24","403,005","3,958,795","9.85","9.96","9.77","9.80","-0.07","150",
"101/10/25","186,473","1,815,078","9.81","9.81","9.65","9.70","-0.10","84",
"101/10/26","927,050","8,946,015","9.70","9.85","9.55","9.58","-0.12","234",
"101/10/29","877,000","8,307,970","9.60","9.63","9.36","9.47","-0.11","190",
"101/10/30","440,504","4,199,707","9.50","9.60","9.47","9.55","+0.08","171",
"101/10/31","512,503","4,853,287","9.56","9.62","9.41","9.45","-0.10","129",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

