"10109る 1609 ㄈ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/09/03","1,127,876","8,096,400","7.25","7.25","7.12","7.16","-0.14","285",
"101/09/04","950,953","6,817,526","7.15","7.22","7.13","7.16"," 0.00","260",
"101/09/05","731,713","5,205,919","7.12","7.15","7.07","7.10","-0.06","160",
"101/09/06","709,039","5,036,688","7.10","7.14","7.08","7.08","-0.02","191",
"101/09/07","510,178","3,638,288","7.10","7.16","7.10","7.14","+0.06","159",
"101/09/10","778,658","5,579,898","7.14","7.20","7.11","7.19","+0.05","203",
"101/09/11","416,870","3,000,029","7.20","7.22","7.16","7.17","-0.02","128",
"101/09/12","717,411","5,159,447","7.24","7.24","7.17","7.17"," 0.00","204",
"101/09/13","1,007,532","7,269,832","7.20","7.28","7.17","7.19","+0.02","282",
"101/09/14","902,198","6,528,363","7.24","7.27","7.20","7.24","+0.05","266",
"101/09/17","1,428,813","10,459,109","7.28","7.36","7.25","7.33","+0.09","366",
"101/09/18","618,322","4,516,349","7.34","7.34","7.28","7.30","-0.03","177",
"101/09/19","901,318","6,576,836","7.25","7.34","7.25","7.30"," 0.00","272",
"101/09/20","710,583","5,199,263","7.30","7.35","7.29","7.30"," 0.00","149",
"101/09/21","1,668,939","12,338,346","7.33","7.45","7.30","7.45","+0.15","363",
"101/09/24","730,439","5,407,437","7.44","7.44","7.35","7.41","-0.04","252",
"101/09/25","1,071,592","7,973,110","7.41","7.47","7.40","7.42","+0.01","322",
"101/09/26","726,903","5,322,239","7.40","7.41","7.27","7.31","-0.11","199",
"101/09/27","296,738","2,173,229","7.30","7.37","7.30","7.31"," 0.00","125",
"101/09/28","873,763","6,429,601","7.38","7.40","7.30","7.36","+0.05","232",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

