"10308る 1609 ㄈ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/08/01","550,240","4,021,841","7.30","7.34","7.28","7.32","-0.02","174",
"103/08/04","370,742","2,709,626","7.29","7.36","7.29","7.31","-0.01","113",
"103/08/05","499,642","3,646,571","7.31","7.34","7.27","7.30","-0.01","152",
"103/08/06","901,697","6,516,092","7.30","7.33","7.18","7.20","-0.10","297",
"103/08/07","854,815","6,135,146","7.23","7.25","7.15","7.18","-0.02","207",
"103/08/08","634,541","4,533,468","7.19","7.20","7.12","7.16","-0.02","180",
"103/08/11","366,257","2,630,413","7.21","7.22","7.16","7.20","+0.04","149",
"103/08/12","383,806","2,769,690","7.22","7.23","7.18","7.23","+0.03","137",
"103/08/13","294,900","2,131,804","7.23","7.24","7.20","7.22","-0.01","98",
"103/08/14","343,963","2,480,775","7.23","7.24","7.19","7.20","-0.02","144",
"103/08/15","569,115","4,098,719","7.20","7.22","7.18","7.22","+0.02","133",
"103/08/18","423,690","3,060,154","7.23","7.25","7.18","7.20","-0.02","102",
"103/08/19","777,923","5,622,153","7.20","7.25","7.20","7.21","+0.01","136",
"103/08/20","1,145,886","8,265,428","7.23","7.24","7.20","7.20","-0.01","232",
"103/08/21","789,451","5,508,314","7.00","7.03","6.95","6.96","X0.00","238",
"103/08/22","544,810","3,819,790","6.98","7.05","6.97","7.05","+0.09","232",
"103/08/25","421,827","2,971,273","7.05","7.07","7.00","7.05"," 0.00","162",
"103/08/26","1,384,402","9,858,709","7.06","7.17","7.05","7.16","+0.11","361",
"103/08/27","734,449","5,257,506","7.16","7.18","7.13","7.17","+0.01","329",
"103/08/28","509,138","3,635,033","7.17","7.17","7.12","7.15","-0.02","122",
"103/08/29","389,830","2,785,013","7.12","7.17","7.12","7.16","+0.01","172",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

