"10506る 6120 笷笲             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","1,033,699","10,479,347","9.78","10.30","9.78","10.15","+0.47","421",
"105/06/02","816,649","8,513,675","10.15","10.55","10.15","10.55","+0.40","333",
"105/06/03","589,527","6,156,453","10.55","10.60","10.35","10.40","-0.15","174",
"105/06/04","324,140","3,402,197","10.40","10.60","10.40","10.40"," 0.00","90",
"105/06/06","681,837","7,223,037","10.65","10.65","10.55","10.55","+0.15","267",
"105/06/07","944,861","10,453,658","10.70","11.30","10.70","11.10","+0.55","456",
"105/06/08","1,202,414","13,814,205","11.40","11.80","11.25","11.30","+0.20","479",
"105/06/13","1,382,270","15,838,801","11.30","11.55","11.30","11.40","+0.10","373",
"105/06/14","1,194,000","13,740,400","11.40","11.65","11.25","11.55","+0.15","293",
"105/06/15","1,652,074","19,589,175","11.55","12.05","11.55","11.95","+0.40","472",
"105/06/16","1,182,118","14,410,324","11.90","12.35","11.90","12.15","+0.20","406",
"105/06/17","789,029","9,692,050","12.30","12.35","12.20","12.25","+0.10","308",
"105/06/20","527,400","6,484,176","12.25","12.40","12.20","12.30","+0.05","219",
"105/06/21","2,796,598","34,891,173","12.30","12.75","12.15","12.55","+0.25","542",
"105/06/22","984,665","12,278,726","12.50","12.60","12.40","12.40","-0.15","388",
"105/06/23","407,616","5,010,362","12.25","12.40","12.25","12.30","-0.10","199",
"105/06/24","873,000","10,394,900","12.20","12.35","11.55","11.80","-0.50","290",
"105/06/27","413,740","4,902,078","11.60","11.95","11.60","11.85","+0.05","184",
"105/06/28","323,619","3,875,965","11.85","12.05","11.80","12.00","+0.15","143",
"105/06/29","857,000","10,288,450","12.00","12.20","11.75","11.95","-0.05","243",
"105/06/30","567,165","6,731,991","12.00","12.00","11.75","11.85","-0.10","225",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

