"10205る 6120 笷笲             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/05/02","883,547","12,848,269","14.45","14.65","14.40","14.50","+0.10","379",
"102/05/03","404,601","5,811,460","14.50","14.50","14.25","14.25","-0.25","192",
"102/05/06","585,744","8,354,344","14.30","14.45","14.15","14.15","-0.10","271",
"102/05/07","509,119","7,224,727","14.20","14.30","14.10","14.25","+0.10","202",
"102/05/08","806,265","11,488,044","14.30","14.35","14.15","14.25"," 0.00","307",
"102/05/09","687,389","9,803,543","14.35","14.35","14.15","14.25"," 0.00","335",
"102/05/10","488,420","6,946,366","14.30","14.30","14.20","14.20","-0.05","255",
"102/05/13","425,309","6,057,852","14.20","14.30","14.10","14.10","-0.10","245",
"102/05/14","814,587","11,454,718","14.20","14.30","13.90","14.00","-0.10","374",
"102/05/15","7,332,717","108,300,117","14.15","14.95","14.10","14.85","+0.85","2,113",
"102/05/16","4,133,656","61,791,616","14.85","15.15","14.60","14.95","+0.10","1,589",
"102/05/17","1,164,628","17,306,577","15.00","15.00","14.70","14.80","-0.15","503",
"102/05/20","1,017,616","15,118,445","14.80","14.95","14.70","14.85","+0.05","391",
"102/05/21","2,861,969","43,292,174","14.95","15.20","14.95","15.05","+0.20","1,020",
"102/05/22","6,014,076","93,916,257","15.15","16.00","15.15","15.40","+0.35","2,075",
"102/05/23","2,116,323","31,838,610","15.30","15.30","14.90","14.95","-0.45","889",
"102/05/24","3,026,149","45,853,961","15.00","15.30","14.80","15.30","+0.35","1,098",
"102/05/27","3,262,869","50,810,169","15.30","15.75","15.20","15.55","+0.25","1,194",
"102/05/28","1,196,143","18,376,019","15.55","15.60","15.20","15.20","-0.35","457",
"102/05/29","1,493,878","22,786,402","15.30","15.40","15.15","15.20"," 0.00","539",
"102/05/30","3,179,399","48,884,716","15.10","15.70","15.00","15.50","+0.30","1,165",
"102/05/31","1,518,328","23,394,564","15.60","15.65","15.20","15.20","-0.30","547",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

