"10207る 2457 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/07/01","289,521","5,974,482","20.60","20.75","20.50","20.70","+0.20","183",
"102/07/02","819,745","17,229,592","20.85","21.25","20.65","20.85","+0.15","439",
"102/07/03","384,585","7,976,291","20.95","21.05","20.50","20.50","-0.35","229",
"102/07/04","350,657","7,206,200","20.65","20.70","20.50","20.50"," 0.00","192",
"102/07/05","359,962","7,390,463","20.50","20.75","20.35","20.55","+0.05","205",
"102/07/08","318,939","6,482,604","20.60","20.70","20.15","20.20","-0.35","195",
"102/07/09","302,829","6,156,676","20.25","20.50","20.20","20.30","+0.10","225",
"102/07/10","554,744","11,241,586","20.35","20.50","20.15","20.15","-0.15","331",
"102/07/11","418,023","8,516,114","20.35","20.50","20.30","20.35","+0.20","266",
"102/07/12","514,000","10,452,450","20.45","20.55","20.25","20.30","-0.05","342",
"102/07/15","740,844","15,095,168","20.30","20.45","20.25","20.45","+0.15","419",
"102/07/16","1,074,866","22,031,086","20.50","20.65","20.40","20.65","+0.20","494",
"102/07/17","2,060,551","43,108,659","20.70","21.00","20.65","21.00","+0.35","877",
"102/07/18","1,527,504","30,358,424","20.20","20.20","19.60","19.60","X0.00","872",
"102/07/19","1,302,040","25,032,966","19.30","19.50","19.15","19.20","-0.40","620",
"102/07/22","457,826","8,792,154","19.20","19.30","19.10","19.20"," 0.00","256",
"102/07/23","1,916,530","37,839,950","19.20","20.20","19.05","20.20","+1.00","763",
"102/07/24","5,588,109","114,567,653","20.30","20.70","20.20","20.35","+0.15","1,677",
"102/07/25","801,150","16,258,285","20.10","20.50","20.10","20.25","-0.10","396",
"102/07/26","507,686","10,217,187","20.30","20.40","20.05","20.10","-0.15","265",
"102/07/29","1,098,239","21,662,640","20.10","20.15","19.55","19.85","-0.25","400",
"102/07/30","5,305,916","106,606,221","19.90","20.20","19.90","19.95","+0.10","1,113",
"102/07/31","2,364,524","45,505,530","19.75","19.75","19.05","19.15","-0.80","1,124",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

