"10505る 2457 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","918,137","9,190,690","10.25","10.25","9.92","10.00","-0.30","294",
"105/05/04","917,423","9,124,935","9.97","10.05","9.84","9.85","-0.15","321",
"105/05/05","525,535","5,181,647","9.87","10.00","9.80","9.86","+0.01","248",
"105/05/06","427,494","4,271,699","9.86","10.10","9.86","9.99","+0.13","222",
"105/05/09","576,840","5,678,051","9.87","10.05","9.69","9.80","-0.19","290",
"105/05/10","519,300","5,062,353","9.80","9.88","9.68","9.71","-0.09","226",
"105/05/11","1,027,993","9,802,380","9.73","9.78","9.36","9.36","-0.35","425",
"105/05/12","3,152,971","27,378,251","9.31","9.32","8.44","8.56","-0.80","1,056",
"105/05/13","1,775,595","15,452,278","8.56","8.98","8.51","8.67","+0.11","655",
"105/05/16","751,078","6,432,495","8.67","8.68","8.50","8.60","-0.07","328",
"105/05/17","2,182,676","20,182,930","8.60","9.46","8.60","9.46","+0.86","649",
"105/05/18","1,636,830","15,535,337","9.32","9.74","9.31","9.46"," 0.00","662",
"105/05/19","598,344","5,611,980","9.49","9.49","9.32","9.35","-0.11","219",
"105/05/20","309,918","2,929,833","9.40","9.60","9.34","9.46","+0.11","170",
"105/05/23","575,933","5,640,878","9.52","9.95","9.52","9.83","+0.37","263",
"105/05/24","419,455","4,094,670","9.83","9.94","9.62","9.72","-0.11","198",
"105/05/25","572,356","5,675,274","9.80","10.00","9.76","9.86","+0.14","234",
"105/05/26","392,323","3,900,170","9.99","10.10","9.86","10.00","+0.14","179",
"105/05/27","721,133","7,203,638","10.05","10.10","9.92","9.94","-0.06","270",
"105/05/30","651,284","6,519,964","9.96","10.10","9.96","10.00","+0.06","191",
"105/05/31","649,412","6,471,850","10.00","10.05","9.90","9.99","-0.01","196",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

