"10501る 9921 エ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","575,169","120,933,404","214.50","217.00","207.00","208.50","-10.50","505",
"105/01/05","357,753","75,177,130","207.00","212.50","207.00","210.00","+1.50","319",
"105/01/06","358,808","75,727,796","210.00","212.50","209.50","212.00","+2.00","338",
"105/01/07","482,446","100,642,268","212.00","212.00","206.50","208.00","-4.00","414",
"105/01/08","356,401","73,065,304","203.00","206.50","203.00","205.00","-3.00","322",
"105/01/11","482,698","97,227,194","201.50","204.00","198.00","203.00","-2.00","405",
"105/01/12","432,576","86,857,624","201.00","202.50","199.00","199.00","-4.00","421",
"105/01/13","326,189","65,639,582","197.00","204.00","197.00","203.00","+4.00","296",
"105/01/14","253,717","50,757,041","202.00","202.00","198.50","200.00","-3.00","229",
"105/01/15","457,252","92,129,652","200.00","204.00","200.00","201.50","+1.50","419",
"105/01/18","453,774","91,384,122","200.00","204.00","199.50","204.00","+2.50","435",
"105/01/19","333,774","68,024,670","204.00","206.00","202.50","206.00","+2.00","264",
"105/01/20","458,077","92,925,669","209.00","209.00","200.50","201.50","-4.50","370",
"105/01/21","337,105","67,790,156","202.50","203.00","199.50","201.50"," 0.00","236",
"105/01/22","189,148","38,402,821","204.00","204.00","202.00","203.00","+1.50","176",
"105/01/25","245,109","51,201,172","202.50","211.00","202.00","209.50","+6.50","220",
"105/01/26","151,500","31,225,000","205.00","209.00","203.00","207.00","-2.50","153",
"105/01/27","226,126","46,386,204","207.00","210.00","203.50","204.00","-3.00","198",
"105/01/28","773,211","163,822,521","204.00","216.50","203.00","212.00","+8.00","657",
"105/01/29","567,858","122,023,544","212.00","219.00","208.00","219.00","+7.00","406",
"105/01/30","109,493","24,195,467","221.50","223.00","217.50","219.00"," 0.00","85",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

