"10107る 3189 春河             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/07/02","4,344,261","355,940,270","82.00","82.80","81.30","81.30","-0.10","2,194",
"101/07/03","7,170,020","594,609,900","81.90","83.50","81.40","83.50","+2.20","3,485",
"101/07/04","6,208,111","520,149,333","84.00","84.80","82.80","83.60","+0.10","3,407",
"101/07/05","3,440,535","285,565,643","83.10","83.80","82.60","83.00","-0.60","1,961",
"101/07/06","2,668,310","220,928,230","82.20","83.30","82.20","83.00"," 0.00","1,534",
"101/07/09","4,827,570","401,722,177","82.20","83.90","81.80","83.30","+0.30","2,661",
"101/07/10","3,355,543","277,725,096","84.00","84.00","81.60","82.20","-1.10","2,094",
"101/07/11","2,865,105","234,317,120","81.80","82.30","81.40","81.80","-0.40","1,716",
"101/07/12","7,423,763","591,273,057","81.50","81.70","78.90","79.70","-2.10","3,959",
"101/07/13","2,764,812","218,621,572","79.00","79.80","78.10","79.40","-0.30","1,664",
"101/07/16","1,842,148","145,423,692","79.80","80.30","78.00","78.00","-1.40","1,186",
"101/07/17","2,430,351","193,496,489","78.10","81.00","77.80","81.00","+3.00","1,583",
"101/07/18","3,153,633","256,699,007","81.90","82.00","80.80","80.90","-0.10","2,026",
"101/07/19","7,566,890","631,838,146","81.50","84.50","81.50","84.10","+3.20","4,353",
"101/07/20","3,211,500","269,126,050","84.50","84.50","83.20","83.60","-0.50","1,727",
"101/07/23","2,486,613","203,500,182","83.60","83.60","81.00","81.00","-2.60","1,689",
"101/07/24","3,382,205","279,873,217","82.40","83.40","82.00","83.20","+2.20","2,338",
"101/07/25","3,329,272","274,047,593","81.80","83.10","81.50","81.80","-1.40","1,918",
"101/07/26","3,119,141","258,542,103","83.00","83.60","81.90","83.00","+1.20","2,132",
"101/07/27","3,720,006","312,895,499","84.50","84.70","83.10","83.30","+0.30","2,237",
"101/07/30","3,125,453","263,062,605","84.40","84.70","83.90","84.00","+0.70","1,570",
"101/07/31","3,681,050","312,312,425","84.60","85.50","84.30","84.40","+0.40","2,112",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

