"10305る 3189 春河             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/05/02","5,864,414","693,214,266","115.00","121.00","114.50","119.00","+5.00","3,023",
"103/05/05","9,305,291","1,123,028,269","121.00","124.50","117.50","119.50","+0.50","4,495",
"103/05/06","6,413,255","772,024,845","123.00","123.00","119.00","119.00","-0.50","2,776",
"103/05/07","7,376,523","896,800,852","120.50","125.00","119.00","124.00","+5.00","4,230",
"103/05/08","8,768,779","1,103,016,654","124.50","128.50","122.50","126.00","+2.00","4,577",
"103/05/09","7,129,779","888,854,038","127.00","128.00","121.50","122.00","-4.00","3,250",
"103/05/12","3,263,637","398,814,577","123.50","123.50","121.00","121.00","-1.00","1,604",
"103/05/13","5,007,659","614,821,239","123.00","125.00","120.50","121.00"," 0.00","2,267",
"103/05/14","4,285,303","514,695,360","121.00","122.00","118.00","121.00"," 0.00","2,142",
"103/05/15","2,532,532","308,102,637","121.00","123.50","120.50","121.50","+0.50","1,321",
"103/05/16","3,880,816","477,051,264","121.50","124.50","121.00","124.50","+3.00","1,966",
"103/05/19","5,094,160","642,903,500","126.00","127.50","125.00","125.00","+0.50","2,417",
"103/05/20","10,966,522","1,421,757,338","127.00","132.50","127.00","129.00","+4.00","4,287",
"103/05/21","4,420,937","573,027,932","129.50","131.00","128.00","129.00"," 0.00","2,501",
"103/05/22","7,522,482","1,009,342,552","131.00","137.00","131.00","136.50","+7.50","4,106",
"103/05/23","4,654,171","630,656,085","137.00","137.00","134.50","135.00","-1.50","2,950",
"103/05/26","3,045,008","407,809,064","136.00","136.50","133.00","133.50","-1.50","1,872",
"103/05/27","3,855,172","517,399,548","134.00","136.00","133.00","134.00","+0.50","1,949",
"103/05/28","8,720,807","1,194,362,059","135.50","139.00","134.50","137.00","+3.00","3,806",
"103/05/29","3,868,030","532,574,557","138.50","139.50","135.50","136.00","-1.00","2,168",
"103/05/30","5,979,601","817,238,236","136.50","138.00","135.00","137.00","+1.00","1,643",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

