"10412る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/12/01","138,330","2,917,030","20.45","21.55","20.45","21.05","+0.10","79",
"104/12/02","124,200","2,648,500","21.15","21.70","21.10","21.30","+0.25","72",
"104/12/03","109,000","2,339,650","21.80","21.80","21.20","21.40","+0.10","61",
"104/12/04","518,100","11,918,350","21.20","23.50","21.10","23.10","+1.70","257",
"104/12/07","235,158","5,375,284","23.30","23.75","22.30","23.15","+0.05","144",
"104/12/08","116,100","2,620,430","23.10","23.10","22.40","22.90","-0.25","67",
"104/12/09","101,000","2,227,800","22.85","22.85","21.60","21.90","-1.00","62",
"104/12/10","46,000","985,900","21.75","21.75","21.30","21.50","-0.40","35",
"104/12/11","74,014","1,565,445","21.70","21.70","20.90","20.90","-0.60","58",
"104/12/14","62,000","1,253,200","20.00","20.50","20.00","20.45","-0.45","46",
"104/12/15","73,070","1,492,735","20.45","20.70","20.10","20.20","-0.25","56",
"104/12/16","130,500","2,657,800","20.40","20.60","20.20","20.20"," 0.00","70",
"104/12/17","392,000","8,199,750","20.50","21.10","20.35","20.55","+0.35","103",
"104/12/18","89,000","1,822,900","20.30","20.95","20.30","20.40","-0.15","69",
"104/12/21","102,000","2,071,950","20.00","20.65","20.00","20.55","+0.15","49",
"104/12/22","107,000","2,222,900","20.60","20.90","20.60","20.80","+0.25","55",
"104/12/23","1,314,075","29,353,592","21.40","22.85","20.95","22.00","+1.20","466",
"104/12/24","119,000","2,560,050","21.65","21.80","21.20","21.30","-0.70","91",
"104/12/25","50,050","1,063,162","21.30","21.40","21.10","21.25","-0.05","41",
"104/12/28","69,000","1,482,550","21.65","21.65","21.25","21.25"," 0.00","42",
"104/12/29","48,000","1,012,100","21.00","21.25","21.00","21.00","-0.25","27",
"104/12/30","41,000","859,050","21.15","21.15","20.80","20.90","-0.10","33",
"104/12/31","36,000","752,250","21.10","21.10","20.75","20.90"," 0.00","29",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

