"10506る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","2,376,001","108,594,449","45.50","46.45","45.00","46.00","+0.65","1,388",
"105/06/02","2,089,110","95,047,971","46.00","46.60","44.50","44.85","-1.15","1,344",
"105/06/03","2,420,141","111,193,428","45.00","46.60","44.85","46.35","+1.50","1,563",
"105/06/04","5,189,315","247,227,596","47.00","48.95","46.15","48.95","+2.60","3,309",
"105/06/06","5,712,053","294,725,615","52.60","52.70","50.60","51.50","+2.55","3,568",
"105/06/07","2,860,686","147,030,695","52.20","52.20","50.70","51.60","+0.10","1,763",
"105/06/08","3,304,880","170,303,347","51.60","52.50","50.00","52.30","+0.70","2,083",
"105/06/13","3,543,713","185,772,774","52.60","53.80","51.30","51.30","-1.00","2,252",
"105/06/14","2,406,601","123,343,552","51.00","52.20","50.00","51.50","+0.20","1,594",
"105/06/15","1,852,001","96,169,655","51.90","52.80","51.30","51.50"," 0.00","1,290",
"105/06/16","1,803,301","91,082,166","51.90","51.90","49.40","49.40","-2.10","1,143",
"105/06/17","3,481,555","177,538,422","49.70","52.20","49.55","50.60","+1.20","2,185",
"105/06/20","2,000,546","102,276,846","51.00","51.90","50.50","51.30","+0.70","1,345",
"105/06/21","1,338,164","68,697,614","51.30","51.70","50.90","51.00","-0.30","841",
"105/06/22","1,139,058","56,972,566","51.00","51.10","49.50","50.10","-0.90","693",
"105/06/23","2,729,050","141,226,428","51.80","52.70","50.60","50.60","+0.50","1,717",
"105/06/24","2,498,080","121,456,010","50.70","51.00","45.80","47.05","-3.55","1,489",
"105/06/27","1,827,400","87,745,918","46.60","48.90","46.60","47.60","X0.00","1,274",
"105/06/28","1,171,301","56,237,737","46.60","48.60","46.60","48.30","+0.70","751",
"105/06/29","945,053","45,730,094","48.90","49.00","48.00","48.00","-0.30","600",
"105/06/30","829,120","40,353,304","48.15","49.15","48.15","48.70","+0.70","637",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

