"10011る 2312 腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/11/01","1,255,043","9,678,172","7.70","7.81","7.57","7.79","+0.04","476",
"100/11/02","1,019,564","7,838,477","7.60","7.75","7.60","7.75","-0.04","285",
"100/11/03","3,647,017","28,572,815","7.71","7.90","7.64","7.71","-0.04","493",
"100/11/04","1,064,107","8,299,875","7.85","7.85","7.75","7.75","+0.04","350",
"100/11/07","940,011","7,277,262","7.75","7.79","7.66","7.66","-0.09","213",
"100/11/08","1,004,283","7,747,648","7.68","7.77","7.66","7.74","+0.08","223",
"100/11/09","653,877","5,048,300","7.76","7.78","7.68","7.70","-0.04","157",
"100/11/10","1,517,913","11,330,137","7.63","7.63","7.28","7.35","-0.35","365",
"100/11/11","1,205,354","8,903,583","7.37","7.43","7.35","7.37","+0.02","236",
"100/11/14","544,092","4,050,343","7.43","7.49","7.42","7.43","+0.06","188",
"100/11/15","539,591","4,003,464","7.43","7.49","7.37","7.37","-0.06","181",
"100/11/16","737,343","5,405,646","7.37","7.46","7.26","7.28","-0.09","247",
"100/11/17","582,356","4,216,353","7.20","7.34","7.20","7.22","-0.06","234",
"100/11/18","1,158,492","8,226,947","7.20","7.20","7.05","7.07","-0.15","273",
"100/11/21","1,554,461","10,668,230","7.07","7.07","6.76","6.77","-0.30","365",
"100/11/22","1,919,481","12,740,871","6.70","6.77","6.48","6.53","-0.24","589",
"100/11/23","2,552,733","16,186,545","6.54","6.54","6.11","6.13","-0.40","527",
"100/11/24","2,109,888","13,021,931","6.10","6.28","6.06","6.23","+0.10","416",
"100/11/25","1,714,796","10,603,910","6.23","6.28","6.14","6.17","-0.06","267",
"100/11/28","574,618","3,623,001","6.25","6.34","6.24","6.32","+0.15","181",
"100/11/29","582,083","3,725,511","6.39","6.44","6.36","6.43","+0.11","208",
"100/11/30","2,141,202","13,645,033","6.42","6.50","6.26","6.39","-0.04","271",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

