"10106る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/06/01","3,656,750","24,596,936","6.83","6.83","6.68","6.69","-0.16","1,055",
"101/06/04","8,783,248","55,348,685","6.51","6.51","6.23","6.28","-0.41","1,850",
"101/06/05","4,013,730","25,818,386","6.39","6.48","6.38","6.40","+0.12","974",
"101/06/06","3,834,604","24,857,161","6.48","6.54","6.42","6.50","+0.10","838",
"101/06/07","3,321,214","21,812,289","6.64","6.65","6.47","6.49","-0.01","793",
"101/06/08","1,752,842","11,324,164","6.50","6.55","6.40","6.43","-0.06","698",
"101/06/11","4,299,173","28,399,541","6.60","6.65","6.56","6.57","+0.14","869",
"101/06/12","1,724,000","11,274,370","6.50","6.60","6.47","6.60","+0.03","571",
"101/06/13","7,726,343","52,560,034","6.68","6.97","6.62","6.90","+0.30","1,761",
"101/06/14","3,817,692","26,225,135","6.90","6.95","6.82","6.88","-0.02","874",
"101/06/15","4,817,520","33,256,655","6.90","7.00","6.80","7.00","+0.12","1,081",
"101/06/18","6,497,216","45,697,587","7.08","7.08","6.97","7.01","+0.01","1,349",
"101/06/19","3,726,431","26,081,417","7.00","7.04","6.92","7.04","+0.03","712",
"101/06/20","5,512,326","39,183,815","7.05","7.14","7.05","7.11","+0.07","1,194",
"101/06/21","3,826,305","27,069,177","7.09","7.11","7.04","7.07","-0.04","820",
"101/06/22","15,367,542","111,579,163","7.00","7.39","6.95","7.35","+0.28","3,153",
"101/06/25","5,764,900","42,147,959","7.33","7.39","7.22","7.28","-0.07","1,303",
"101/06/26","4,879,854","34,883,097","7.28","7.29","7.08","7.10","-0.18","1,425",
"101/06/27","2,632,919","18,849,915","7.08","7.23","7.07","7.14","+0.04","862",
"101/06/28","1,688,790","12,110,950","7.20","7.22","7.12","7.12","-0.02","629",
"101/06/29","2,539,623","18,183,742","7.10","7.20","7.10","7.17","+0.05","631",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

