"10101る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/01/02","2,849,441","22,316,697","7.94","7.96","7.77","7.77","-0.17","1,694",
"101/01/03","4,208,268","33,543,628","7.83","8.06","7.83","7.95","+0.18","2,074",
"101/01/04","4,035,168","32,121,014","8.01","8.05","7.88","7.90","-0.05","2,010",
"101/01/05","2,572,196","20,308,009","7.90","7.95","7.85","7.88","-0.02","1,768",
"101/01/06","3,220,966","25,385,419","7.90","7.97","7.80","7.80","-0.08","1,961",
"101/01/09","4,873,066","37,533,126","7.75","7.80","7.63","7.65","-0.15","1,082",
"101/01/10","4,785,552","36,884,954","7.75","7.80","7.66","7.66","+0.01","1,156",
"101/01/11","3,951,473","30,382,759","7.73","7.76","7.65","7.65","-0.01","921",
"101/01/12","5,695,561","43,525,273","7.70","7.74","7.56","7.56","-0.09","1,173",
"101/01/13","7,300,758","54,942,138","7.60","7.68","7.47","7.55","-0.01","1,560",
"101/01/16","11,722,475","90,366,921","7.70","7.88","7.60","7.60","+0.05","2,430",
"101/01/17","11,536,772","89,638,888","7.65","7.85","7.63","7.80","+0.20","3,270",
"101/01/18","16,768,875","133,398,009","7.87","8.08","7.82","7.85","+0.05","4,214",
"101/01/30","17,895,592","145,483,107","8.00","8.26","8.00","8.09","+0.24","2,896",
"101/01/31","24,827,097","204,725,491","8.15","8.40","8.08","8.23","+0.14","4,214",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

