"10005る 2457 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/05/03","5,014,000","283,862,580","56.50","57.40","55.70","56.70","+1.30","2,457",
"100/05/04","2,808,276","159,179,285","56.70","57.10","56.30","56.80","+0.10","1,305",
"100/05/05","10,924,294","638,402,446","56.80","59.80","56.50","59.00","+2.20","4,836",
"100/05/06","6,309,612","372,819,923","59.30","59.70","58.40","58.80","-0.20","2,827",
"100/05/09","7,100,844","422,712,623","59.50","60.40","58.60","58.70","-0.10","3,103",
"100/05/10","5,857,639","341,359,721","58.70","59.50","57.10","59.50","+0.80","2,682",
"100/05/11","4,160,051","242,480,225","59.00","59.00","57.80","57.80","-1.70","1,847",
"100/05/12","2,329,262","134,127,574","57.80","58.20","57.30","57.40","-0.40","1,094",
"100/05/13","2,289,727","132,033,845","57.40","58.40","57.40","57.40"," 0.00","1,081",
"100/05/16","1,921,151","110,845,653","58.30","58.30","57.40","57.40"," 0.00","969",
"100/05/17","2,077,054","118,549,560","57.90","58.00","56.70","57.00","-0.40","1,082",
"100/05/18","1,325,642","76,094,226","57.00","57.70","57.00","57.70","+0.70","767",
"100/05/19","2,129,978","122,461,252","57.70","58.10","56.60","56.60","-1.10","1,044",
"100/05/20","1,988,768","112,148,760","56.70","57.50","55.60","55.70","-0.90","1,044",
"100/05/23","1,597,302","89,408,759","55.70","56.70","55.50","56.50","+0.80","788",
"100/05/24","1,418,267","79,052,417","56.00","56.30","55.20","56.00","-0.50","737",
"100/05/25","2,390,775","135,177,685","56.10","57.20","55.60","56.50","+0.50","1,018",
"100/05/26","1,368,443","77,729,005","57.30","57.30","56.30","56.80","+0.30","745",
"100/05/27","1,609,973","91,779,366","56.80","57.40","56.80","56.80"," 0.00","828",
"100/05/30","1,045,228","59,357,120","57.00","57.10","56.50","56.80"," 0.00","626",
"100/05/31","3,396,761","197,071,374","57.30","58.50","57.00","58.00","+1.20","1,563",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

