"10302る 1522 出蝴﹁           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/02/05","408,057","6,577,572","15.90","16.45","15.90","16.25","+0.20","243",
"103/02/06","440,791","7,183,801","16.35","16.40","16.20","16.35","+0.10","221",
"103/02/07","718,134","11,677,310","16.35","16.40","16.20","16.20","-0.15","307",
"103/02/10","1,086,421","18,013,472","16.40","16.75","16.35","16.55","+0.35","453",
"103/02/11","5,166,878","90,052,903","16.75","17.70","16.70","17.20","+0.65","1,777",
"103/02/12","6,300,013","112,403,120","17.20","18.15","17.20","18.15","+0.95","2,013",
"103/02/13","6,800,159","126,016,684","18.25","18.80","18.25","18.55","+0.40","1,964",
"103/02/14","2,797,612","51,805,413","18.65","18.90","18.25","18.35","-0.20","1,043",
"103/02/17","1,469,860","26,834,787","18.45","18.45","18.15","18.30","-0.05","541",
"103/02/18","10,750,624","208,085,618","18.40","19.55","18.40","19.25","+0.95","2,690",
"103/02/19","3,047,370","58,409,996","19.20","19.50","18.90","19.30","+0.05","1,228",
"103/02/20","3,033,105","58,290,066","19.50","19.75","18.85","18.85","-0.45","1,091",
"103/02/21","2,644,124","49,502,807","19.00","19.10","18.45","18.75","-0.10","904",
"103/02/24","1,456,446","27,182,599","18.50","18.90","18.50","18.55","-0.20","530",
"103/02/25","1,195,714","22,088,297","18.60","18.80","18.25","18.40","-0.15","502",
"103/02/26","1,446,817","26,867,466","18.40","18.75","18.40","18.50","+0.10","821",
"103/02/27","1,144,089","21,156,042","18.70","18.70","18.40","18.65","+0.15","635",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

