"10005る 1522 出蝴﹁           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/05/03","368,990","6,177,580","17.15","17.15","16.60","16.75","-0.40","191",
"100/05/04","228,144","3,827,620","16.60","16.95","16.60","16.95","+0.20","129",
"100/05/05","219,829","3,710,673","16.90","16.95","16.80","16.85","-0.10","118",
"100/05/06","222,680","3,770,960","16.80","17.00","16.80","16.85"," 0.00","121",
"100/05/09","423,000","7,148,695","16.85","17.10","16.80","16.80","-0.05","188",
"100/05/10","365,321","6,101,027","16.80","16.95","16.60","16.70","-0.10","178",
"100/05/11","311,949","5,168,960","16.80","16.80","16.50","16.50","-0.20","160",
"100/05/12","293,125","4,827,852","16.30","16.60","16.30","16.45","-0.05","144",
"100/05/13","240,418","3,969,195","16.45","16.70","16.35","16.60","+0.15","165",
"100/05/16","219,769","3,620,231","16.60","16.65","16.30","16.30","-0.30","144",
"100/05/17","208,644","3,388,249","16.45","16.55","16.15","16.20","-0.10","93",
"100/05/18","301,424","4,902,038","16.30","16.35","16.20","16.30","+0.10","141",
"100/05/19","255,557","4,206,717","16.50","16.70","16.30","16.30"," 0.00","149",
"100/05/20","153,666","2,496,189","16.30","16.40","16.15","16.15","-0.15","86",
"100/05/23","174,910","2,804,302","16.00","16.15","16.00","16.05","-0.10","98",
"100/05/24","237,667","3,833,136","16.05","16.30","16.00","16.10","+0.05","126",
"100/05/25","407,255","6,448,661","16.20","16.20","15.65","15.85","-0.25","182",
"100/05/26","402,469","6,317,865","15.90","15.90","15.55","15.70","-0.15","207",
"100/05/27","251,211","3,966,458","15.70","15.90","15.70","15.70"," 0.00","125",
"100/05/30","134,986","2,132,630","15.70","15.90","15.70","15.80","+0.10","72",
"100/05/31","241,614","3,856,974","15.95","16.10","15.80","16.10","+0.30","144",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

