"10506る 9921 エ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","628,565","124,186,240","194.50","201.00","192.00","197.00","+2.50","511",
"105/06/02","350,430","68,188,415","195.50","199.00","192.00","192.00","-5.00","330",
"105/06/03","352,183","68,571,090","193.50","196.00","193.50","194.50","+2.50","315",
"105/06/04","22,387","4,379,078","195.00","196.50","194.00","195.50","+1.00","26",
"105/06/06","135,200","26,431,800","198.00","198.50","194.00","195.50"," 0.00","134",
"105/06/07","536,529","106,026,713","198.00","199.00","195.50","198.00","+2.50","439",
"105/06/08","622,163","124,930,263","198.50","202.50","196.00","202.50","+4.50","568",
"105/06/13","537,981","107,973,200","200.00","202.50","199.00","201.50","-1.00","405",
"105/06/14","342,230","69,056,075","200.00","204.00","196.00","203.50","+2.00","303",
"105/06/15","330,900","66,360,947","202.50","203.50","198.00","200.50","-3.00","296",
"105/06/16","330,000","65,686,000","200.00","200.50","198.00","199.50","-1.00","286",
"105/06/17","281,422","56,605,400","201.00","203.00","200.00","201.50","+2.00","246",
"105/06/20","392,143","78,504,600","200.50","202.00","199.00","200.00","-1.50","363",
"105/06/21","346,383","70,495,939","200.00","205.00","200.00","205.00","+5.00","294",
"105/06/22","499,062","101,739,834","204.50","205.00","201.00","205.00"," 0.00","421",
"105/06/23","428,217","89,056,636","204.00","209.50","202.00","209.50","+4.50","399",
"105/06/24","701,720","143,630,940","210.50","212.00","201.50","203.00","-6.50","606",
"105/06/27","251,824","50,400,063","199.00","203.00","198.00","200.00","-3.00","176",
"105/06/28","758,932","149,098,704","198.00","198.00","194.00","197.00","-3.00","636",
"105/06/29","685,188","136,601,412","197.50","202.00","196.00","200.50","+3.50","611",
"105/06/30","861,115","171,762,057","198.00","201.50","196.50","200.00","-0.50","702",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

