"10503る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","1,230,415","41,211,633","33.00","34.25","32.85","33.80","+0.55","806",
"105/03/02","1,729,000","58,296,800","34.50","34.55","33.25","33.40","-0.40","967",
"105/03/03","1,228,400","40,410,260","33.50","33.55","32.40","32.65","-0.75","801",
"105/03/04","903,380","29,763,717","32.80","33.25","32.40","33.10","+0.45","658",
"105/03/07","844,654","28,078,597","33.55","33.60","33.00","33.15","+0.05","565",
"105/03/08","3,340,700","113,686,400","33.55","34.35","33.25","34.30","+1.15","1,829",
"105/03/09","1,752,023","59,642,432","34.30","34.50","33.80","33.90","-0.40","778",
"105/03/10","4,607,040","161,491,090","35.00","35.55","34.55","34.55","+0.65","2,441",
"105/03/11","1,489,100","51,227,360","34.55","34.80","33.80","34.55"," 0.00","701",
"105/03/14","2,548,848","88,919,046","35.50","35.50","34.05","34.20","-0.35","1,329",
"105/03/15","2,344,020","77,735,352","34.20","34.40","32.00","32.30","-1.90","1,275",
"105/03/16","1,461,500","48,200,600","32.85","33.70","32.30","33.20","+0.90","855",
"105/03/17","1,407,380","46,831,657","33.60","34.05","32.60","32.75","-0.45","830",
"105/03/18","1,481,050","49,287,450","33.00","33.65","32.90","33.10","+0.35","856",
"105/03/21","667,131","21,912,095","33.10","33.30","32.30","33.30","+0.20","496",
"105/03/22","649,100","21,594,915","33.05","33.70","33.05","33.15","-0.15","401",
"105/03/23","463,100","15,302,155","33.15","33.25","32.80","33.05","-0.10","293",
"105/03/24","773,100","25,427,890","32.85","33.10","32.60","32.90","-0.15","353",
"105/03/25","648,310","21,252,024","33.20","33.20","32.40","32.70","-0.20","379",
"105/03/28","259,000","8,496,350","32.80","33.00","32.60","32.60","-0.10","186",
"105/03/29","987,090","31,305,453","32.60","32.70","31.00","31.40","-1.20","597",
"105/03/30","822,413","26,339,256","31.70","32.35","31.60","32.25","+0.85","504",
"105/03/31","983,100","32,291,565","32.25","33.20","32.25","32.80","+0.55","512",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

