"10303る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/03/03","879,100","25,217,920","28.50","29.10","28.35","29.10","+0.25","566",
"103/03/04","707,050","20,578,356","28.65","29.35","28.65","29.10"," 0.00","457",
"103/03/05","930,350","27,309,487","29.75","29.80","29.15","29.15","+0.05","511",
"103/03/06","725,000","21,204,750","29.15","29.45","29.10","29.15"," 0.00","398",
"103/03/07","1,658,100","48,435,662","29.30","29.75","28.50","28.55","-0.60","781",
"103/03/10","655,170","18,542,567","28.55","28.70","28.00","28.10","-0.45","382",
"103/03/11","573,125","16,330,962","28.30","28.75","28.30","28.70","+0.60","371",
"103/03/12","495,000","14,238,100","28.70","28.90","28.65","28.70"," 0.00","317",
"103/03/13","562,000","16,339,900","28.95","29.35","28.80","28.90","+0.20","323",
"103/03/14","471,000","13,434,150","28.75","28.75","28.40","28.45","-0.45","289",
"103/03/17","1,279,450","37,483,695","28.50","29.55","28.45","29.55","+1.10","711",
"103/03/18","5,343,821","163,498,669","30.50","31.00","29.75","30.10","+0.55","2,607",
"103/03/19","2,816,753","85,260,050","30.15","30.90","29.60","30.80","+0.70","1,177",
"103/03/20","9,023,397","279,986,900","30.80","31.80","30.40","31.50","+0.70","3,746",
"103/03/21","2,340,126","72,610,043","31.55","31.60","30.60","30.60","-0.90","1,094",
"103/03/24","1,401,500","41,438,249","30.00","30.00","28.90","29.65","-0.95","777",
"103/03/25","964,040","29,146,068","29.65","30.50","29.65","30.50","+0.85","615",
"103/03/26","780,181","23,692,534","30.80","30.90","30.15","30.20","-0.30","567",
"103/03/27","2,993,317","93,328,327","30.00","31.75","30.00","30.80","+0.60","1,581",
"103/03/28","1,248,038","37,861,047","30.80","31.00","29.90","29.95","-0.85","695",
"103/03/31","562,500","17,111,150","30.00","30.80","30.00","30.40","+0.45","332",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

