"10105る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/05/02","2,859,250","95,230,950","33.00","33.95","32.60","33.65","+1.30","1,554",
"101/05/03","1,924,050","64,472,350","33.65","34.45","32.70","32.90","-0.75","1,135",
"101/05/04","1,398,820","45,788,546","32.00","33.20","32.00","32.80","-0.10","759",
"101/05/07","865,500","28,032,299","32.00","32.80","32.00","32.80"," 0.00","511",
"101/05/08","1,801,705","63,040,359","34.50","35.05","34.00","35.05","+2.25","675",
"101/05/09","5,523,630","191,059,229","35.20","35.40","32.90","33.70","-1.35","2,586",
"101/05/10","2,711,000","90,067,150","33.10","33.85","32.50","32.60","-1.10","1,288",
"101/05/11","966,105","31,454,959","32.80","32.95","32.10","32.30","-0.30","616",
"101/05/14","1,029,000","33,165,050","32.90","32.90","31.50","31.90","-0.40","545",
"101/05/15","1,852,101","59,771,198","31.25","33.15","31.20","33.15","+1.25","981",
"101/05/16","1,855,200","60,771,189","32.80","33.25","31.80","32.45","-0.70","958",
"101/05/17","2,894,000","93,752,000","32.25","32.75","31.80","32.20","-0.25","1,306",
"101/05/18","2,226,005","67,680,554","31.30","31.70","29.95","29.95","-2.25","1,225",
"101/05/21","1,248,315","37,079,378","29.95","30.15","29.10","29.10","-0.85","664",
"101/05/22","2,409,060","72,340,424","29.40","30.50","29.40","30.10","+1.00","1,193",
"101/05/23","1,113,451","32,645,384","29.50","29.55","28.90","29.30","-0.80","680",
"101/05/24","1,026,850","30,155,484","29.40","29.70","29.05","29.10","-0.20","549",
"101/05/25","706,010","20,525,949","29.70","29.70","28.60","28.65","-0.45","426",
"101/05/28","536,167","15,430,325","28.70","29.25","28.20","29.00","+0.35","370",
"101/05/29","1,484,280","44,951,168","29.50","30.80","29.45","30.60","+1.60","819",
"101/05/30","917,370","28,017,060","30.80","30.80","30.20","30.50","-0.10","568",
"101/05/31","505,165","15,294,965","30.00","30.70","29.80","30.50"," 0.00","320",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

