"10110る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/10/01","7,283,993","56,850,622","7.86","7.90","7.75","7.79","-0.01","1,502",
"101/10/02","21,483,065","171,936,728","7.86","8.10","7.83","8.02","+0.23","4,229",
"101/10/03","33,446,747","271,149,289","8.08","8.19","7.96","8.18","+0.16","5,152",
"101/10/04","70,485,365","590,959,374","8.27","8.47","8.26","8.40","+0.22","11,978",
"101/10/05","19,614,685","163,017,107","8.40","8.40","8.26","8.30","-0.10","4,051",
"101/10/08","12,785,021","104,568,459","8.30","8.31","8.13","8.13","-0.17","2,564",
"101/10/09","25,845,497","215,750,493","8.13","8.42","8.13","8.30","+0.17","5,249",
"101/10/11","12,156,090","99,075,328","8.16","8.22","8.11","8.11","-0.19","2,528",
"101/10/12","14,630,929","117,435,671","8.19","8.23","7.91","8.02","-0.09","2,974",
"101/10/15","7,953,679","62,712,425","7.92","8.02","7.82","7.84","-0.18","1,659",
"101/10/16","6,129,308","48,577,597","7.90","7.98","7.87","7.93","+0.09","1,462",
"101/10/17","9,559,680","77,130,009","8.03","8.14","7.96","8.02","+0.09","2,065",
"101/10/18","4,540,625","36,242,811","8.06","8.08","7.93","7.93","-0.09","1,060",
"101/10/19","4,042,589","32,127,465","7.95","8.00","7.89","7.93"," 0.00","920",
"101/10/22","3,807,296","29,847,893","7.81","7.87","7.81","7.85","-0.08","897",
"101/10/23","3,543,575","27,785,716","7.85","7.89","7.81","7.83","-0.02","856",
"101/10/24","4,457,845","34,691,875","7.76","7.83","7.75","7.77","-0.06","908",
"101/10/25","6,124,303","47,102,895","7.79","7.84","7.58","7.58","-0.19","1,204",
"101/10/26","11,851,207","86,858,990","7.60","7.65","7.07","7.10","-0.48","2,423",
"101/10/29","7,551,603","54,058,624","7.11","7.27","7.09","7.11","+0.01","1,769",
"101/10/30","4,089,137","29,590,229","7.20","7.30","7.20","7.24","+0.13","1,157",
"101/10/31","2,677,930","19,232,663","7.27","7.30","7.11","7.14","-0.10","905",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

