"10210る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/10/01","13,527,101","121,050,064","8.86","9.05","8.86","9.01","+0.17","2,551",
"102/10/02","8,024,825","72,096,677","9.05","9.06","8.90","8.98","-0.03","1,495",
"102/10/03","10,475,581","94,120,816","8.98","9.04","8.93","8.96","-0.02","1,674",
"102/10/04","6,410,337","57,257,032","8.96","9.00","8.88","8.88","-0.08","1,158",
"102/10/07","11,012,640","99,134,972","8.89","9.05","8.87","8.96","+0.08","2,033",
"102/10/08","6,331,280","56,980,350","8.97","9.04","8.93","9.04","+0.08","1,128",
"102/10/09","15,303,861","139,097,230","9.03","9.20","8.98","9.19","+0.15","2,154",
"102/10/11","19,510,891","179,723,621","9.24","9.30","9.07","9.07","-0.12","2,926",
"102/10/14","5,577,265","50,162,428","9.08","9.11","8.91","8.92","-0.15","1,074",
"102/10/15","12,282,498","111,953,252","8.93","9.18","8.93","9.09","+0.17","2,162",
"102/10/16","9,797,214","89,096,367","9.15","9.20","8.98","9.14","+0.05","1,714",
"102/10/17","11,709,045","107,265,716","9.16","9.25","9.10","9.15","+0.01","1,992",
"102/10/18","6,334,996","57,962,502","9.15","9.20","9.10","9.14","-0.01","1,113",
"102/10/21","4,117,712","37,581,711","9.17","9.20","9.08","9.09","-0.05","900",
"102/10/22","4,791,004","43,300,710","9.10","9.10","8.99","9.08","-0.01","978",
"102/10/23","3,711,815","33,476,356","9.12","9.12","8.98","8.99","-0.09","773",
"102/10/24","2,012,633","18,133,569","9.00","9.05","8.99","9.01","+0.02","494",
"102/10/25","3,398,757","30,507,784","9.01","9.03","8.95","8.95","-0.06","566",
"102/10/28","2,397,827","21,481,006","8.95","9.00","8.91","8.92","-0.03","565",
"102/10/29","1,961,337","17,492,823","8.93","8.95","8.90","8.90","-0.02","564",
"102/10/30","9,016,165","82,114,061","9.10","9.19","9.01","9.01","+0.11","2,014",
"102/10/31","3,644,038","32,904,038","9.03","9.08","9.00","9.00","-0.01","837",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

