"10306る 3356 案             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/06/03","736,966","117,042,628","159.50","160.00","158.00","158.00"," 0.00","621",
"103/06/04","1,345,080","218,504,575","159.00","164.50","159.00","162.50","+4.50","1,093",
"103/06/05","898,510","147,342,720","164.50","165.50","163.00","164.00","+1.50","656",
"103/06/06","749,775","122,269,210","165.00","166.50","160.50","162.00","-2.00","633",
"103/06/09","321,159","51,944,758","162.00","164.00","161.00","161.00","-1.00","291",
"103/06/10","925,939","146,870,801","159.50","162.00","157.00","158.00","-3.00","770",
"103/06/11","332,462","52,287,458","158.00","158.50","156.00","158.00"," 0.00","271",
"103/06/12","381,638","60,152,442","158.00","159.00","157.00","158.00"," 0.00","280",
"103/06/13","651,922","104,705,942","160.00","162.50","159.00","161.00","+3.00","542",
"103/06/16","412,724","65,816,340","160.50","162.00","158.00","158.50","-2.50","342",
"103/06/17","579,489","91,278,762","159.00","159.50","156.00","157.00","-1.50","545",
"103/06/18","1,488,604","226,449,100","156.50","158.00","148.00","152.00","-5.00","1,224",
"103/06/19","394,914","60,232,342","152.00","154.00","150.50","153.00","+1.00","329",
"103/06/20","318,722","48,962,966","155.00","155.00","152.00","152.50","-0.50","261",
"103/06/23","1,087,297","161,817,253","153.00","153.50","146.00","148.50","-4.00","850",
"103/06/24","284,871","42,642,710","148.50","151.00","148.50","149.50","+1.00","267",
"103/06/25","215,200","32,369,200","149.00","151.50","149.00","150.00","+0.50","186",
"103/06/26","221,269","33,504,388","150.50","152.00","150.50","152.00","+2.00","196",
"103/06/27","312,580","47,772,740","152.50","153.50","152.00","152.00"," 0.00","263",
"103/06/30","193,564","29,479,228","152.50","153.50","151.50","151.50","-0.50","172",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

