"10308る 3356 案             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/08/01","187,381","22,849,363","120.50","123.50","120.50","122.50","-0.50","189",
"103/08/04","306,160","38,047,660","122.50","126.00","122.50","125.50","+3.00","263",
"103/08/05","284,374","35,293,684","125.00","125.00","123.00","123.00","-2.50","232",
"103/08/06","372,008","45,217,476","123.00","123.50","120.50","121.00","-2.00","296",
"103/08/07","744,283","88,543,894","121.00","122.00","117.00","117.00","-4.00","625",
"103/08/08","588,150","66,856,750","116.00","116.00","112.50","114.00","-3.00","481",
"103/08/11","692,506","82,625,474","115.00","121.50","115.00","121.50","+7.50","584",
"103/08/12","499,190","61,412,370","122.00","124.50","121.50","122.00","+0.50","405",
"103/08/13","221,429","26,743,909","121.00","121.50","120.00","121.00","-1.00","183",
"103/08/14","578,898","67,981,964","121.00","121.00","115.50","116.00","-5.00","474",
"103/08/15","346,304","40,031,913","116.00","117.00","114.00","116.00"," 0.00","271",
"103/08/18","307,095","35,222,972","117.50","117.50","113.00","114.50","-1.50","254",
"103/08/19","236,708","27,427,628","115.50","117.00","115.00","115.00","+0.50","161",
"103/08/20","241,234","27,793,760","115.00","116.00","114.50","114.50","-0.50","195",
"103/08/21","233,030","26,695,052","115.00","115.00","114.00","114.00","-0.50","187",
"103/08/22","230,148","26,598,741","114.50","116.00","114.50","116.00","+2.00","198",
"103/08/25","305,720","35,215,520","116.00","116.50","114.50","115.00","-1.00","235",
"103/08/26","841,155","99,325,600","115.50","120.50","115.50","119.00","+4.00","652",
"103/08/27","558,779","66,213,520","120.00","120.50","117.00","118.00","-1.00","574",
"103/08/28","739,316","88,189,248","118.00","121.00","117.50","119.50","+1.50","629",
"103/08/29","292,570","34,917,100","120.00","121.00","118.00","119.50"," 0.00","324",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

