"10009る 2312 腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/09/01","3,199,735","24,366,880","7.62","7.68","7.53","7.57","-0.05","537",
"100/09/02","1,468,569","11,115,624","7.57","7.60","7.55","7.60","+0.03","384",
"100/09/05","1,098,052","8,164,559","7.42","7.48","7.40","7.48","-0.12","328",
"100/09/06","1,874,063","13,727,528","7.43","7.43","7.18","7.20","-0.28","408",
"100/09/07","1,177,541","8,614,968","7.29","7.35","7.28","7.35","+0.15","270",
"100/09/08","2,466,185","18,550,475","7.41","7.58","7.41","7.56","+0.21","584",
"100/09/09","1,915,576","14,534,371","7.56","7.65","7.55","7.63","+0.07","396",
"100/09/13","2,157,321","16,176,840","7.49","7.54","7.45","7.54","-0.09","414",
"100/09/14","2,415,702","18,112,449","7.55","7.63","7.33","7.34","-0.20","629",
"100/09/15","1,631,721","12,279,808","7.45","7.58","7.41","7.58","+0.24","391",
"100/09/16","3,236,593","25,230,548","7.66","7.90","7.66","7.85","+0.27","1,709",
"100/09/19","1,625,202","12,437,778","7.84","7.84","7.58","7.60","-0.25","370",
"100/09/20","2,165,012","16,549,484","7.60","7.69","7.60","7.69","+0.09","368",
"100/09/21","1,217,897","9,424,985","7.74","7.79","7.67","7.75","+0.06","386",
"100/09/22","2,181,008","16,609,685","7.63","7.66","7.57","7.58","-0.17","644",
"100/09/23","2,159,125","15,834,760","7.40","7.40","7.25","7.36","-0.22","516",
"100/09/26","2,279,628","16,487,482","7.36","7.40","7.01","7.12","-0.24","394",
"100/09/27","1,761,142","12,856,071","7.21","7.35","7.21","7.29","+0.17","375",
"100/09/28","928,202","6,789,300","7.30","7.36","7.26","7.29"," 0.00","228",
"100/09/29","957,476","7,024,440","7.26","7.38","7.25","7.37","+0.08","235",
"100/09/30","1,232,635","9,095,735","7.38","7.44","7.31","7.44","+0.07","383",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

