"10410る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","359,565","17,054,867","46.90","48.00","46.80","47.50","+1.00","278",
"104/10/02","493,418","23,777,083","47.50","48.50","47.40","48.30","+0.80","313",
"104/10/05","908,754","45,212,249","48.80","50.30","48.80","49.80","+1.50","536",
"104/10/06","591,061","29,265,647","50.50","50.80","49.05","49.20","-0.60","382",
"104/10/07","442,263","21,808,468","49.10","49.95","48.50","49.10","-0.10","322",
"104/10/08","367,616","17,881,509","49.30","49.35","48.25","48.60","-0.50","258",
"104/10/12","190,100","9,310,100","48.60","49.35","48.60","49.00","+0.40","159",
"104/10/13","212,010","10,412,950","49.05","49.30","48.85","49.10","+0.10","163",
"104/10/14","257,000","12,529,600","48.80","49.00","48.55","48.65","-0.45","196",
"104/10/15","240,819","11,767,989","48.65","49.25","48.65","48.65"," 0.00","173",
"104/10/16","232,100","11,333,300","48.70","48.95","48.70","48.95","+0.30","178",
"104/10/19","255,300","12,531,610","48.95","49.30","48.90","49.25","+0.30","193",
"104/10/20","262,100","12,893,080","49.50","49.55","48.90","49.30","+0.05","208",
"104/10/21","509,300","25,432,608","49.30","50.40","49.30","49.90","+0.60","416",
"104/10/22","556,755","28,078,702","49.90","51.00","49.90","50.60","+0.70","455",
"104/10/23","1,660,132","86,949,689","51.80","53.20","51.20","52.40","+1.80","1,062",
"104/10/26","702,875","37,160,810","52.70","53.30","52.50","52.90","+0.50","479",
"104/10/27","508,722","26,496,970","52.90","52.90","51.80","51.80","-1.10","393",
"104/10/28","196,071","10,124,799","51.80","52.10","51.30","51.60","-0.20","155",
"104/10/29","322,150","16,503,510","51.60","51.90","50.80","50.90","-0.70","256",
"104/10/30","208,200","10,587,200","50.90","51.40","50.30","51.00","+0.10","149",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

