"10411る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","715,620","9,178,482","12.85","13.00","12.70","12.85"," 0.00","293",
"104/11/03","3,348,832","46,309,472","13.15","14.10","13.10","14.10","+1.25","1,048",
"104/11/04","10,556,089","158,614,123","15.35","15.40","14.65","15.15","+1.05","3,382",
"104/11/05","3,282,166","48,811,521","15.15","15.15","14.65","14.65","-0.50","1,358",
"104/11/06","3,529,267","50,639,774","14.65","14.80","14.10","14.10","-0.55","1,351",
"104/11/09","3,356,152","46,551,764","14.00","14.40","13.60","13.60","-0.50","1,242",
"104/11/10","2,566,161","34,175,830","13.45","13.45","13.25","13.25","-0.35","1,157",
"104/11/11","2,603,929","34,131,527","13.30","13.50","12.90","12.90","-0.35","1,146",
"104/11/12","1,708,300","22,387,673","13.05","13.25","12.95","13.15","+0.25","861",
"104/11/13","5,863,850","74,937,920","13.05","13.05","12.55","12.55","-0.60","1,883",
"104/11/16","10,469,402","122,536,496","11.50","12.00","11.45","11.60","X0.00","2,770",
"104/11/17","7,329,350","87,321,615","11.90","12.20","11.75","11.80","+0.20","1,976",
"104/11/18","4,190,315","49,910,174","11.80","12.15","11.80","11.85","+0.05","1,939",
"104/11/19","4,568,255","53,538,361","11.80","11.90","11.65","11.65","-0.20","1,897",
"104/11/20","5,219,478","63,468,273","11.65","12.45","11.65","12.45","+0.80","1,813",
"104/11/23","4,303,528","52,650,388","12.45","12.60","12.00","12.40","-0.05","1,690",
"104/11/24","3,057,572","37,785,188","12.15","12.60","12.15","12.50","+0.10","1,493",
"104/11/25","4,010,596","49,724,096","12.50","12.60","12.20","12.55","+0.05","1,964",
"104/11/26","3,686,105","45,661,883","12.45","12.60","12.25","12.30","-0.25","1,687",
"104/11/27","8,476,713","100,348,584","12.15","12.20","11.70","11.70","-0.60","3,533",
"104/11/30","74,139,487","826,958,940","11.65","11.65","10.80","11.25","-0.45","8,149",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

