"10003る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/03/01","5,902,154","221,488,081","36.05","38.15","36.05","37.80","+1.75","1,923",
"100/03/02","6,008,133","225,539,954","37.20","37.85","37.00","37.35","-0.45","1,999",
"100/03/03","5,902,139","226,460,349","37.65","38.80","37.45","38.40","+1.05","2,238",
"100/03/04","2,502,615","95,942,138","39.00","39.00","37.85","37.90","-0.50","1,194",
"100/03/07","2,251,195","86,372,782","37.40","39.10","37.25","38.70","+0.80","1,002",
"100/03/08","1,251,874","47,895,391","38.40","38.65","38.05","38.15","-0.55","579",
"100/03/09","1,433,098","54,658,251","38.40","38.40","37.80","38.00","-0.15","676",
"100/03/10","3,458,795","127,669,064","38.00","38.10","36.40","36.50","-1.50","1,248",
"100/03/11","3,740,506","134,094,928","36.00","36.10","35.60","36.10","-0.40","2,110",
"100/03/14","6,636,941","240,246,775","37.30","38.00","35.35","35.90","-0.20","2,551",
"100/03/15","5,464,161","186,227,603","35.90","36.30","33.40","34.20","-1.70","2,035",
"100/03/16","4,652,135","160,106,743","35.00","35.20","34.00","34.80","+0.60","1,963",
"100/03/17","3,612,021","123,316,768","33.80","34.70","33.75","34.35","-0.45","1,298",
"100/03/18","5,958,370","209,947,521","34.80","36.00","34.60","35.90","+1.55","2,661",
"100/03/21","3,365,296","120,660,668","36.00","36.20","35.50","35.85","-0.05","1,157",
"100/03/22","3,873,852","141,132,439","36.10","37.00","35.90","36.25","+0.40","1,468",
"100/03/23","2,713,899","99,480,857","36.70","37.10","36.25","37.10","+0.85","1,033",
"100/03/24","2,108,154","78,137,663","37.20","37.35","36.80","36.80","-0.30","855",
"100/03/25","2,692,883","100,003,900","37.10","37.35","36.80","37.10","+0.30","1,016",
"100/03/28","6,285,337","237,907,876","37.10","38.30","37.10","37.65","+0.55","2,030",
"100/03/29","3,995,422","151,229,853","37.80","38.40","37.40","37.90","+0.25","1,315",
"100/03/30","1,516,104","57,431,552","38.05","38.20","37.65","37.85","-0.05","721",
"100/03/31","2,597,926","97,746,812","38.00","38.00","37.00","37.20","-0.65","909",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

