"10308る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/08/01","185,000","9,104,700","49.50","49.50","49.00","49.15","-0.65","125",
"103/08/04","183,102","9,022,322","48.80","49.75","48.80","49.25","+0.10","115",
"103/08/05","161,000","7,897,800","49.40","49.55","48.80","48.80","-0.45","113",
"103/08/06","453,800","21,622,150","48.80","49.00","46.20","47.50","-1.30","284",
"103/08/07","196,000","9,343,750","47.60","48.30","47.25","47.50"," 0.00","104",
"103/08/08","375,050","17,339,762","47.55","47.55","45.90","46.05","-1.45","247",
"103/08/11","590,200","26,606,439","45.00","45.60","44.75","45.20","-0.85","351",
"103/08/12","441,100","20,441,320","45.00","47.55","45.00","45.70","+0.50","307",
"103/08/13","104,000","4,799,250","45.70","46.40","45.70","46.00","+0.30","78",
"103/08/14","198,500","9,065,099","46.15","46.65","45.00","45.25","-0.75","148",
"103/08/15","205,080","9,223,250","44.50","45.50","44.50","44.80","-0.45","133",
"103/08/18","431,042","18,662,061","44.70","45.00","41.75","43.50","-1.30","286",
"103/08/19","130,050","5,711,695","44.00","44.30","43.60","43.70","+0.20","93",
"103/08/20","222,420","9,595,268","43.70","43.70","42.50","42.60","-1.10","133",
"103/08/21","931,125","37,358,550","42.50","42.55","39.65","40.30","-2.30","549",
"103/08/22","431,576","18,051,292","40.40","42.70","40.40","42.00","+1.70","316",
"103/08/25","317,000","12,885,500","42.00","42.00","40.00","41.10","-0.90","233",
"103/08/26","542,000","22,964,300","41.50","43.00","41.30","42.65","+1.55","366",
"103/08/27","334,016","14,246,588","42.65","43.10","42.05","42.50","-0.15","235",
"103/08/28","219,664","9,312,702","42.80","43.20","42.05","42.25","-0.25","137",
"103/08/29","98,250","4,128,400","42.20","42.40","41.20","42.10","-0.15","84",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

