"10212る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/12/02","1,840,475","89,872,866","47.50","49.20","47.20","49.20","+3.20","757",
"102/12/03","3,696,430","189,664,800","52.40","52.50","50.00","50.00","+0.80","2,263",
"102/12/04","1,842,742","92,864,514","49.90","51.50","49.00","50.60","+0.60","1,215",
"102/12/05","2,328,475","122,148,741","51.00","53.70","50.80","52.40","+1.80","1,538",
"102/12/06","1,735,194","88,625,994","52.40","52.40","50.00","51.00","-1.40","1,216",
"102/12/09","1,347,278","69,332,778","52.30","52.30","50.50","51.20","+0.20","939",
"102/12/10","1,411,144","70,070,856","51.20","51.60","49.10","49.20","-2.00","988",
"102/12/11","1,330,305","64,728,140","49.00","50.30","47.40","47.70","-1.50","885",
"102/12/12","605,717","28,845,516","47.40","48.40","46.80","48.20","+0.50","440",
"102/12/13","545,308","26,357,064","49.00","49.00","47.80","48.15","-0.05","412",
"102/12/16","830,855","38,964,912","48.15","48.50","46.15","46.20","-1.95","613",
"102/12/17","531,242","24,614,782","46.50","46.90","45.70","45.75","-0.45","389",
"102/12/18","465,400","21,273,050","45.00","46.30","45.00","45.30","-0.45","350",
"102/12/19","713,600","33,385,150","45.90","47.70","45.80","46.90","+1.60","519",
"102/12/20","602,516","27,769,129","46.90","46.90","45.50","45.80","-1.10","415",
"102/12/23","355,651","16,317,849","46.50","46.50","45.40","46.00","+0.20","266",
"102/12/24","1,167,039","55,808,259","46.20","48.50","46.20","48.10","+2.10","855",
"102/12/25","657,560","31,223,381","47.90","48.10","47.05","47.20","-0.90","487",
"102/12/26","480,850","22,527,975","47.40","47.80","46.40","46.50","-0.70","359",
"102/12/27","329,900","15,413,468","46.50","47.40","46.50","46.65","+0.15","252",
"102/12/30","446,285","21,055,736","46.65","47.70","46.60","47.50","+0.85","330",
"102/12/31","419,071","19,653,222","47.70","47.70","46.40","46.80","-0.70","279",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

