"10010る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/10/03","239,001","2,184,549","9.30","9.30","9.09","9.09","-0.26","115",
"100/10/04","276,516","2,490,790","9.06","9.08","8.90","9.02","-0.07","104",
"100/10/05","232,483","2,102,727","9.02","9.10","8.92","9.07","+0.05","127",
"100/10/06","151,000","1,385,070","9.10","9.30","9.10","9.19","+0.12","97",
"100/10/07","196,478","1,808,288","9.19","9.24","9.19","9.20","+0.01","97",
"100/10/11","310,000","2,881,790","9.24","9.34","9.22","9.33","+0.13","138",
"100/10/12","177,001","1,654,569","9.30","9.40","9.26","9.33"," 0.00","122",
"100/10/13","226,001","2,113,959","9.33","9.40","9.33","9.36","+0.03","101",
"100/10/14","168,001","1,568,039","9.35","9.41","9.21","9.41","+0.05","56",
"100/10/17","175,559","1,662,083","9.45","9.52","9.42","9.46","+0.05","119",
"100/10/18","112,038","1,045,205","9.35","9.36","9.26","9.34","-0.12","60",
"100/10/19","200,472","1,874,592","9.35","9.40","9.32","9.33","-0.01","128",
"100/10/20","277,000","2,582,740","9.33","9.40","9.25","9.28","-0.05","131",
"100/10/21","99,003","915,697","9.28","9.28","9.22","9.25","-0.03","54",
"100/10/24","348,001","3,258,429","9.25","9.44","9.21","9.42","+0.17","225",
"100/10/25","176,581","1,664,690","9.50","9.50","9.40","9.45","+0.03","105",
"100/10/26","191,017","1,798,640","9.40","9.45","9.35","9.45"," 0.00","64",
"100/10/27","413,001","3,936,029","9.45","9.60","9.41","9.57","+0.12","246",
"100/10/28","522,966","5,056,544","9.57","9.73","9.57","9.61","+0.04","257",
"100/10/31","322,557","3,125,932","9.73","9.80","9.61","9.65","+0.04","158",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

