"10206る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/06/03","998,051","10,099,830","9.99","10.25","9.96","10.10","+0.13","323",
"102/06/04","604,201","6,136,879","10.30","10.30","10.05","10.15","+0.05","203",
"102/06/05","220,279","2,210,722","10.05","10.10","10.00","10.00","-0.15","87",
"102/06/06","315,400","3,132,238","9.99","9.99","9.91","9.93","-0.07","122",
"102/06/07","656,179","6,450,694","9.93","10.10","9.24","9.75","-0.18","225",
"102/06/10","1,024,383","10,050,621","9.75","9.88","9.68","9.74","-0.01","211",
"102/06/11","294,749","2,854,740","9.71","9.77","9.63","9.63","-0.11","185",
"102/06/13","315,104","3,002,267","9.61","9.61","9.50","9.52","-0.11","180",
"102/06/14","301,004","2,857,806","9.52","9.56","9.45","9.48","-0.04","148",
"102/06/17","154,045","1,468,859","9.48","9.66","9.46","9.58","+0.10","83",
"102/06/18","135,202","1,289,349","9.57","9.57","9.51","9.56","-0.02","53",
"102/06/19","115,200","1,097,299","9.56","9.56","9.51","9.55","-0.01","50",
"102/06/20","294,375","2,781,238","9.54","9.54","9.41","9.43","-0.12","89",
"102/06/21","378,025","3,528,959","9.39","9.41","9.31","9.41","-0.02","110",
"102/06/24","101,011","951,731","9.41","9.47","9.40","9.47","+0.06","68",
"102/06/25","186,002","1,745,210","9.47","9.47","9.35","9.40","-0.07","66",
"102/06/26","107,001","1,010,600","9.41","9.50","9.41","9.50","+0.10","64",
"102/06/27","137,103","1,304,245","9.50","9.55","9.48","9.55","+0.05","85",
"102/06/28","193,084","1,833,572","9.55","9.59","9.46","9.46","-0.09","85",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

