"10203る 9921 エ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/03/01","799,257","133,192,419","162.50","169.00","162.50","167.50","+5.00","644",
"102/03/04","597,891","99,159,297","165.00","168.00","165.00","168.00","+0.50","535",
"102/03/05","699,413","119,371,210","168.00","173.00","166.00","171.00","+3.00","588",
"102/03/06","1,158,241","198,796,488","172.00","177.00","168.00","168.00","-3.00","818",
"102/03/07","1,094,830","184,873,430","168.00","172.00","167.00","169.50","+1.50","624",
"102/03/08","697,165","121,354,458","172.00","176.00","171.00","173.00","+3.50","513",
"102/03/11","390,528","68,012,844","173.00","175.50","173.00","173.50","+0.50","327",
"102/03/12","220,247","37,690,990","171.50","173.00","170.00","171.50","-2.00","183",
"102/03/13","413,137","70,347,582","171.50","172.50","168.50","168.50","-3.00","267",
"102/03/14","380,316","63,940,272","168.50","169.00","167.00","168.00","-0.50","282",
"102/03/15","655,819","111,383,730","171.00","172.00","168.50","169.00","+1.00","395",
"102/03/18","655,250","108,447,374","169.00","169.00","164.00","164.00","-5.00","476",
"102/03/19","624,645","103,756,070","164.50","169.00","164.00","165.50","+1.50","524",
"102/03/20","616,074","101,629,236","166.00","166.00","164.00","164.00","-1.50","491",
"102/03/21","1,006,630","169,062,840","166.00","172.00","165.00","166.00","+2.00","816",
"102/03/22","769,633","128,485,078","165.50","168.00","165.50","166.50","+0.50","613",
"102/03/25","649,423","106,202,603","165.50","167.00","161.50","162.50","-4.00","583",
"102/03/26","554,626","90,549,164","162.50","166.50","161.00","165.00","+2.50","442",
"102/03/27","966,800","158,377,098","165.00","166.00","162.00","165.50","+0.50","710",
"102/03/28","706,963","118,029,765","167.00","168.50","165.00","168.50","+3.00","616",
"102/03/29","376,004","62,915,168","169.50","169.50","165.50","166.50","-2.00","313",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

