"10307る 9921 エ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/07/01","275,149","64,960,366","232.00","238.00","232.00","235.00","+2.50","279",
"103/07/02","224,188","52,488,428","238.00","239.00","231.00","233.50","-1.50","193",
"103/07/03","329,527","76,241,999","235.00","235.00","230.00","231.50","-2.00","308",
"103/07/04","242,526","56,640,532","233.50","236.50","232.00","233.50","+2.00","212",
"103/07/07","381,135","90,006,400","234.50","239.00","232.50","238.00","+4.50","335",
"103/07/08","574,158","138,180,653","238.50","243.50","238.00","241.50","+3.50","527",
"103/07/09","499,293","116,767,976","241.50","241.50","231.50","232.00","-9.50","462",
"103/07/10","524,339","123,848,682","230.00","238.50","230.00","238.50","+6.50","480",
"103/07/11","341,772","82,116,552","238.50","243.00","237.00","241.00","+2.50","331",
"103/07/14","545,878","128,950,830","243.50","243.50","234.00","234.00","-7.00","360",
"103/07/15","520,140","122,879,247","238.00","238.50","234.50","238.50","+4.50","424",
"103/07/16","247,804","58,501,548","240.00","240.00","233.50","238.00","-0.50","235",
"103/07/17","585,547","141,441,374","239.00","243.50","239.00","242.00","+4.00","523",
"103/07/18","624,571","153,725,747","242.00","248.00","241.50","247.00","+5.00","526",
"103/07/21","527,179","131,894,250","250.00","252.00","247.00","250.50","+3.50","437",
"103/07/22","275,078","68,738,000","249.50","251.00","246.50","250.50"," 0.00","247",
"103/07/24","538,797","137,072,735","255.00","255.00","252.00","255.00","+4.50","449",
"103/07/25","720,161","177,014,945","255.00","255.00","240.50","243.00","-12.00","569",
"103/07/28","369,941","91,247,512","243.00","250.00","240.50","245.50","+2.50","300",
"103/07/29","561,303","137,991,098","244.00","248.50","242.50","244.50","-1.00","485",
"103/07/30","524,340","130,994,986","246.50","252.00","245.00","248.50","+4.00","463",
"103/07/31","405,385","100,356,671","245.00","251.00","245.00","248.50"," 0.00","319",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

