"10308る 6120 笷笲             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/08/01","4,154,780","57,712,531","13.75","14.15","13.75","13.85","-0.40","1,345",
"103/08/04","5,217,990","72,508,958","14.00","14.10","13.75","13.80","-0.05","1,458",
"103/08/05","2,475,402","33,740,974","13.75","13.90","13.50","13.55","-0.25","932",
"103/08/06","5,129,435","66,755,833","13.40","13.65","12.65","12.95","-0.60","1,601",
"103/08/07","1,696,491","21,973,031","12.95","13.20","12.80","12.90","-0.05","699",
"103/08/08","2,834,767","35,691,070","12.90","12.90","12.40","12.60","-0.30","873",
"103/08/11","2,358,609","29,785,840","12.15","12.90","12.15","12.85","+0.25","784",
"103/08/12","1,058,090","13,418,779","12.85","12.90","12.60","12.60","-0.25","372",
"103/08/13","908,883","11,556,912","12.65","12.85","12.55","12.80","+0.20","393",
"103/08/14","1,012,590","12,927,031","13.00","13.00","12.60","12.60","-0.20","428",
"103/08/15","1,319,537","16,498,481","12.60","12.70","12.40","12.45","-0.15","392",
"103/08/18","1,344,178","16,494,647","12.40","12.40","12.20","12.20","-0.25","403",
"103/08/19","606,775","7,470,676","12.25","12.40","12.25","12.30","+0.10","255",
"103/08/20","557,115","6,879,063","12.45","12.45","12.25","12.30"," 0.00","203",
"103/08/21","2,252,879","26,814,409","12.30","12.30","11.70","11.85","-0.45","679",
"103/08/22","843,628","10,191,011","12.00","12.20","11.90","12.15","+0.30","456",
"103/08/25","917,305","11,097,471","12.15","12.20","12.05","12.10","-0.05","352",
"103/08/26","446,038","5,400,506","12.10","12.20","12.05","12.05","-0.05","211",
"103/08/27","2,369,921","29,669,400","12.15","12.70","12.15","12.65","+0.60","941",
"103/08/28","3,128,869","40,574,700","12.75","13.15","12.70","13.00","+0.35","1,086",
"103/08/29","828,074","10,658,087","12.95","12.95","12.80","12.85","-0.15","332",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

