"10403る 6120 笷笲             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/03/02","18,229,606","320,572,876","17.60","17.85","17.30","17.60","+0.30","4,815",
"104/03/03","6,224,757","108,017,872","17.60","17.65","17.15","17.25","-0.35","2,184",
"104/03/04","7,514,744","130,826,126","17.10","17.75","17.10","17.15","-0.10","2,701",
"104/03/05","18,331,525","329,585,453","17.45","18.35","17.40","18.35","+1.20","4,501",
"104/03/06","32,595,377","618,488,621","18.70","19.40","18.45","19.20","+0.85","8,653",
"104/03/09","16,019,498","311,372,082","19.45","19.75","19.15","19.30","+0.10","4,982",
"104/03/10","15,220,526","297,470,608","19.30","19.80","19.10","19.65","+0.35","4,245",
"104/03/11","9,247,251","180,228,803","19.60","19.75","19.20","19.50","-0.15","2,628",
"104/03/12","7,991,634","155,222,061","19.70","19.70","19.20","19.20","-0.30","2,350",
"104/03/13","10,570,761","200,351,083","19.20","19.40","18.70","18.85","-0.35","3,180",
"104/03/16","8,149,963","156,983,612","19.05","19.50","18.90","19.50","+0.65","2,850",
"104/03/17","24,562,680","488,972,744","19.70","20.65","19.05","19.05","-0.45","7,280",
"104/03/18","7,892,178","150,272,545","19.05","19.30","18.80","19.25","+0.20","2,503",
"104/03/19","5,896,153","113,133,784","19.45","19.45","18.95","19.35","+0.10","1,671",
"104/03/20","15,158,932","299,756,473","19.40","20.25","19.20","19.80","+0.45","4,516",
"104/03/23","8,874,442","177,316,492","20.00","20.40","19.70","19.70","-0.10","2,775",
"104/03/24","5,752,060","114,652,570","19.90","20.20","19.70","19.80","+0.10","1,848",
"104/03/25","9,115,606","175,745,743","20.00","20.00","18.85","19.15","-0.65","3,070",
"104/03/26","4,324,867","81,984,474","19.00","19.25","18.75","18.95","-0.20","1,406",
"104/03/27","8,786,489","161,131,068","19.00","19.05","17.90","18.15","-0.80","2,660",
"104/03/30","3,269,311","59,102,748","18.20","18.35","17.75","18.00","-0.15","1,327",
"104/03/31","3,521,069","65,011,205","18.20","18.70","18.20","18.60","+0.60","1,637",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

