"10112る 3356 案             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/12/03","305,974","36,549,906","119.50","120.50","118.00","119.50"," 0.00","213",
"101/12/04","133,429","15,987,980","119.50","120.50","119.00","120.50","+1.00","137",
"101/12/05","358,419","43,909,402","121.00","124.00","121.00","122.00","+1.50","292",
"101/12/06","234,152","28,277,740","122.50","123.00","120.00","120.00","-2.00","195",
"101/12/07","404,353","48,193,154","121.00","121.50","118.00","118.50","-1.50","266",
"101/12/10","328,579","38,817,243","119.00","120.00","116.00","117.00","-1.50","220",
"101/12/11","175,112","20,473,043","118.00","118.00","116.00","117.00"," 0.00","164",
"101/12/12","202,573","23,965,114","118.00","119.50","117.50","118.50","+1.50","164",
"101/12/13","213,881","25,597,839","119.50","120.50","119.00","119.50","+1.00","186",
"101/12/14","257,065","30,712,735","119.50","120.50","118.00","119.50"," 0.00","185",
"101/12/17","128,611","15,271,402","119.50","119.50","118.00","119.00","-0.50","100",
"101/12/18","76,518","9,062,624","118.50","119.00","118.00","118.50","-0.50","73",
"101/12/19","140,286","16,549,600","118.50","119.00","117.50","118.00","-0.50","109",
"101/12/20","129,661","15,181,337","117.00","118.00","116.50","117.00","-1.00","111",
"101/12/21","249,016","28,916,856","117.00","117.00","115.00","116.50","-0.50","204",
"101/12/22","81,668","9,588,324","116.50","118.00","116.50","118.00","+1.50","73",
"101/12/24","157,489","18,740,956","118.00","120.00","117.50","117.50","-0.50","132",
"101/12/25","239,572","28,625,568","117.00","120.00","117.00","119.50","+2.00","168",
"101/12/26","148,880","17,781,775","120.00","120.50","118.00","118.50","-1.00","114",
"101/12/27","120,845","14,356,710","119.00","119.50","118.00","118.50"," 0.00","100",
"101/12/28","147,366","17,540,054","119.00","119.50","118.00","119.50","+1.00","113",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

