"10405る 1522 出蝴﹁           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","2,174,495","47,141,186","22.30","22.35","21.35","21.50","-0.75","958",
"104/05/05","1,741,523","37,357,482","21.50","21.75","21.00","21.20","-0.30","705",
"104/05/06","1,479,966","32,015,209","21.30","21.85","21.20","21.70","+0.50","712",
"104/05/07","806,156","17,262,970","21.70","21.75","21.30","21.30","-0.40","404",
"104/05/08","1,057,803","22,391,262","21.50","21.50","21.05","21.25","-0.05","397",
"104/05/11","2,832,135","57,232,200","21.30","21.30","19.80","19.85","-1.40","1,099",
"104/05/12","4,604,467","86,761,562","19.85","20.10","18.50","19.20","-0.65","1,686",
"104/05/13","1,886,737","36,258,728","19.20","19.55","18.95","19.55","+0.35","577",
"104/05/14","880,436","16,986,731","19.75","19.75","19.15","19.35","-0.20","386",
"104/05/15","1,586,150","30,143,440","19.40","19.40","18.80","18.95","-0.40","620",
"104/05/18","930,012","17,559,369","19.05","19.10","18.70","18.70","-0.25","428",
"104/05/19","1,201,709","22,537,125","18.75","18.90","18.65","18.80","+0.10","476",
"104/05/20","1,011,254","19,128,226","18.85","19.15","18.75","18.85","+0.05","455",
"104/05/21","1,897,288","36,494,520","18.85","19.70","18.75","19.40","+0.55","899",
"104/05/22","1,413,227","27,211,919","19.45","19.45","19.10","19.15","-0.25","602",
"104/05/25","584,712","11,190,854","19.15","19.25","19.00","19.05","-0.10","298",
"104/05/26","669,626","12,771,779","19.15","19.20","18.90","18.90","-0.15","304",
"104/05/27","746,357","14,269,483","19.00","19.30","18.95","19.05","+0.15","324",
"104/05/28","702,250","13,456,625","19.25","19.30","19.05","19.10","+0.05","334",
"104/05/29","528,825","10,137,238","19.25","19.25","19.10","19.25","+0.15","228",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

