"10107る 2312 腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/07/02","1,076,387","7,022,171","6.56","6.56","6.50","6.52","+0.04","219",
"101/07/03","873,479","5,738,406","6.53","6.60","6.53","6.60","+0.08","268",
"101/07/04","1,817,008","12,067,259","6.60","6.68","6.58","6.67","+0.07","321",
"101/07/05","691,902","4,599,673","6.66","6.68","6.62","6.64","-0.03","254",
"101/07/06","1,120,951","7,397,499","6.64","6.64","6.58","6.60","-0.04","273",
"101/07/09","1,432,105","9,337,786","6.51","6.55","6.49","6.50","X0.00","302",
"101/07/10","904,125","5,885,658","6.55","6.55","6.49","6.49","-0.01","206",
"101/07/11","706,728","4,587,808","6.49","6.52","6.47","6.50","+0.01","188",
"101/07/12","891,524","5,767,036","6.50","6.53","6.41","6.44","-0.06","192",
"101/07/13","1,064,191","6,809,835","6.41","6.43","6.37","6.38","-0.06","182",
"101/07/16","601,944","3,832,723","6.40","6.42","6.32","6.32","-0.06","197",
"101/07/17","694,942","4,436,440","6.32","6.45","6.32","6.42","+0.10","198",
"101/07/18","372,350","2,383,368","6.47","6.47","6.35","6.40","-0.02","114",
"101/07/19","476,674","3,052,518","6.40","6.44","6.39","6.39","-0.01","159",
"101/07/20","376,933","2,407,833","6.39","6.41","6.36","6.37","-0.02","122",
"101/07/23","1,099,805","6,871,211","6.33","6.34","6.17","6.19","-0.18","234",
"101/07/24","600,463","3,702,646","6.20","6.20","6.15","6.16","-0.03","167",
"101/07/25","519,269","3,211,587","6.16","6.24","6.12","6.16"," 0.00","223",
"101/07/26","534,227","3,295,689","6.18","6.22","6.15","6.16"," 0.00","141",
"101/07/27","450,907","2,828,423","6.22","6.32","6.21","6.27","+0.11","171",
"101/07/30","951,362","5,913,654","6.11","6.29","6.11","6.29","+0.02","219",
"101/07/31","515,096","3,233,438","6.24","6.32","6.20","6.32","+0.03","184",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

