"10103る 3189 春河             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/03/01","8,018,289","846,830,985","104.50","107.00","104.50","105.50","+1.00","3,465",
"101/03/02","5,901,153","624,795,412","105.50","107.00","105.00","105.00","-0.50","2,943",
"101/03/03","5,158,402","530,924,004","105.00","106.50","101.50","102.00","-3.00","3,024",
"101/03/05","4,649,328","467,876,561","102.00","103.00","99.70","100.00","-2.00","2,350",
"101/03/06","5,692,929","564,729,662","100.00","101.00","97.80","100.50","+0.50","2,927",
"101/03/07","6,914,636","685,449,728","99.00","100.50","97.20","97.90","-2.60","4,097",
"101/03/08","6,282,531","627,277,556","99.40","101.00","98.90","99.00","+1.10","3,380",
"101/03/09","5,362,782","541,514,089","101.00","102.00","100.00","100.00","+1.00","2,873",
"101/03/12","2,811,754","280,557,974","101.00","101.50","98.40","98.40","-1.60","1,761",
"101/03/13","3,195,668","317,089,395","99.50","100.00","98.00","99.00","+0.60","2,112",
"101/03/14","14,490,218","1,508,001,488","101.00","105.50","100.00","105.50","+6.50","6,649",
"101/03/15","7,296,836","761,206,944","105.50","105.50","103.00","103.50","-2.00","4,016",
"101/03/16","5,915,128","611,609,056","104.00","105.00","102.00","102.00","-1.50","3,161",
"101/03/19","4,615,807","464,115,700","103.00","103.50","99.60","100.00","-2.00","2,466",
"101/03/20","2,872,018","284,802,018","100.50","101.00","98.30","98.50","-1.50","1,824",
"101/03/21","9,007,150","869,489,100","98.50","100.00","94.60","95.80","-2.70","4,310",
"101/03/22","4,827,626","470,496,202","95.80","98.40","95.80","97.30","+1.50","3,233",
"101/03/23","3,619,118","354,673,082","97.30","99.00","96.30","99.00","+1.70","2,082",
"101/03/26","3,509,540","340,179,580","98.00","98.90","95.90","96.80","-2.20","2,155",
"101/03/27","2,721,132","263,966,051","97.10","97.90","96.40","96.60","-0.20","1,587",
"101/03/28","1,688,220","164,149,183","96.90","98.00","96.60","97.00","+0.40","1,121",
"101/03/29","7,394,390","696,218,734","96.50","96.60","92.50","94.00","-3.00","3,519",
"101/03/30","4,549,205","427,105,592","93.50","94.60","92.60","94.60","+0.60","2,502",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

