"10204る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/04/01","558,063","5,539,394","10.00","10.00","9.87","9.90","-0.10","250",
"102/04/02","457,027","4,497,142","9.90","9.90","9.80","9.85","-0.05","167",
"102/04/03","570,136","5,595,061","9.80","9.85","9.80","9.80","-0.05","189",
"102/04/08","609,193","5,847,624","9.72","9.72","9.54","9.54","-0.26","206",
"102/04/09","290,050","2,752,610","9.54","9.58","9.44","9.46","-0.08","110",
"102/04/10","323,541","3,058,593","9.46","9.50","9.41","9.41","-0.05","125",
"102/04/11","409,549","3,893,363","9.42","9.72","9.42","9.69","+0.28","169",
"102/04/12","341,190","3,262,484","9.66","9.67","9.52","9.55","-0.14","144",
"102/04/15","261,719","2,496,636","9.55","9.61","9.51","9.55"," 0.00","83",
"102/04/16","167,005","1,577,320","9.45","9.50","9.42","9.44","-0.11","77",
"102/04/17","291,189","2,760,655","9.46","9.59","9.45","9.59","+0.15","155",
"102/04/18","178,279","1,698,988","9.50","9.57","9.50","9.51","-0.08","86",
"102/04/19","240,637","2,301,601","9.50","9.60","9.50","9.59","+0.08","104",
"102/04/22","380,029","3,656,929","9.60","9.67","9.59","9.63","+0.04","175",
"102/04/23","237,200","2,264,525","9.63","9.63","9.50","9.55","-0.08","132",
"102/04/24","168,000","1,611,040","9.57","9.62","9.56","9.58","+0.03","85",
"102/04/25","311,175","2,963,147","9.58","9.58","9.46","9.53","-0.05","121",
"102/04/26","228,198","2,178,622","9.53","9.58","9.52","9.55","+0.02","79",
"102/04/29","163,420","1,553,236","9.55","9.55","9.46","9.50","-0.05","67",
"102/04/30","245,944","2,337,680","9.45","9.55","9.45","9.53","+0.03","75",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

