"10210る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/10/01","268,911","2,527,860","9.37","9.45","9.37","9.38","+0.01","86",
"102/10/02","345,250","3,250,002","9.38","9.47","9.38","9.44","+0.06","92",
"102/10/03","673,401","6,421,191","9.39","9.57","9.39","9.56","+0.12","204",
"102/10/04","403,869","3,840,937","9.50","9.55","9.49","9.50","-0.06","105",
"102/10/07","4,262,452","42,584,500","9.50","10.15","9.50","9.86","+0.36","914",
"102/10/08","945,169","9,202,684","9.80","9.89","9.70","9.72","-0.14","251",
"102/10/09","867,875","8,466,858","9.70","9.82","9.66","9.73","+0.01","258",
"102/10/11","375,002","3,642,680","9.82","9.85","9.65","9.70","-0.03","113",
"102/10/14","495,885","4,745,887","9.66","9.66","9.52","9.58","-0.12","135",
"102/10/15","281,574","2,710,403","9.58","9.69","9.58","9.62","+0.04","85",
"102/10/16","380,970","3,662,983","9.57","9.68","9.56","9.58","-0.04","119",
"102/10/17","325,800","3,156,372","9.77","9.77","9.63","9.69","+0.11","123",
"102/10/18","376,145","3,646,327","9.69","9.73","9.62","9.71","+0.02","112",
"102/10/21","147,455","1,427,856","9.71","9.71","9.63","9.63","-0.08","55",
"102/10/22","156,466","1,502,507","9.63","9.63","9.59","9.60","-0.03","69",
"102/10/23","98,100","942,580","9.57","9.67","9.57","9.58","-0.02","44",
"102/10/24","209,633","2,006,071","9.63","9.65","9.55","9.56","-0.02","74",
"102/10/25","203,426","1,938,996","9.53","9.59","9.51","9.52","-0.04","73",
"102/10/28","156,852","1,501,334","9.58","9.60","9.55","9.55","+0.03","53",
"102/10/29","1,986,233","19,626,958","9.55","10.20","9.54","10.20","+0.65","576",
"102/10/30","11,079,117","116,806,288","10.60","10.75","10.30","10.30","+0.10","2,507",
"102/10/31","3,011,685","30,372,968","10.40","10.40","10.00","10.00","-0.30","619",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

